"censusYear","zone","Channel Islands","UK part not specified","Irish Republic","China","South Africa","Africa other","Caribbean","South America","Other Middle East","Other East Asia","Other Europe","Rest of World","England","Scotland","Wales","Northern Ireland","Australia","Canada","New Zealand","Kenya","Zimbabwe","Nigeria","Bangladesh","India","Pakistan","Hong Kong","Malaysia","Singapore","France","Germany","Greece","Italy","Netherlands","Spain","Poland","Romania","Turkey","United States","Iran"
1991,"5914AJ",1,0,12,0,5,2,0,0,1,1,11,3,278,3004,16,9,1,5,3,0,0,0,0,4,0,0,2,0,2,6,0,0,0,0,3,0,0,8,0
1991,"5914AK",0,0,19,0,10,6,2,4,1,5,14,2,554,4333,43,23,12,8,4,2,2,5,0,3,0,0,2,3,3,21,0,0,1,1,1,0,0,9,0
1991,"5914AM",0,0,18,0,4,0,0,0,0,0,4,2,210,2287,5,9,1,6,3,0,0,0,0,4,2,2,0,1,0,6,0,1,3,1,2,0,0,4,0
1991,"5914AN",1,0,16,0,2,1,0,2,0,2,2,6,352,3310,5,15,5,6,1,0,0,0,0,7,0,0,0,3,1,6,1,2,2,0,5,0,0,6,0
1991,"5914AP",1,0,40,1,7,6,2,1,1,0,7,8,714,4875,38,43,8,16,4,5,0,1,0,15,2,6,2,2,2,42,0,10,6,3,4,0,0,12,0
1991,"5914AQ",3,0,42,0,9,14,4,0,4,5,15,33,897,5916,44,44,6,16,3,5,12,0,4,8,1,7,8,2,2,38,0,7,0,0,9,0,0,9,0
1991,"5914AR",3,1,53,8,14,30,5,18,20,13,19,28,1154,7478,55,97,22,24,8,4,0,1,0,27,7,16,10,6,20,47,1,10,12,6,30,0,2,40,5
1991,"5914AS",4,0,29,15,10,22,5,14,6,23,28,13,903,2708,45,37,23,23,8,4,2,14,1,22,9,5,13,6,8,39,3,9,3,9,8,0,1,81,0
1991,"5914AT",2,6,14,0,3,10,2,1,9,1,10,32,1496,3215,113,49,6,7,0,1,4,0,0,7,0,4,2,14,3,140,0,7,2,0,3,0,3,13,1
1991,"6015AA",1,0,14,2,9,14,7,12,3,7,14,20,419,3980,19,21,10,12,18,5,4,3,3,8,2,10,5,9,9,15,1,1,4,3,5,0,1,23,2
1991,"6015AB",1,0,22,3,12,13,9,14,11,11,31,28,736,4852,44,37,19,17,14,5,6,6,5,24,3,24,4,3,10,21,3,4,23,5,8,0,1,51,0
1991,"6015AC",3,0,16,0,10,15,2,8,6,1,17,17,496,8954,22,20,3,18,5,3,6,0,0,6,0,4,3,6,10,39,0,4,2,0,0,0,0,11,0
1991,"6015AD",0,0,12,0,9,13,10,4,7,1,16,9,427,6305,18,20,3,18,13,0,0,9,15,4,0,2,7,9,1,17,2,6,8,1,2,0,0,23,2
1991,"6015AE",2,0,10,0,12,2,4,1,6,10,3,15,303,8164,11,35,9,16,3,0,1,3,1,6,4,2,10,8,1,25,0,5,112,1,7,0,2,23,3
1991,"6015AF",1,1,54,4,27,50,14,27,33,23,58,48,1394,10734,62,66,47,34,21,11,8,3,14,49,8,34,23,13,65,49,2,16,43,7,5,0,1,115,7
1991,"6015AG",4,0,25,5,8,12,5,15,10,9,22,26,814,11226,32,26,10,33,12,12,2,1,8,32,3,17,18,11,16,31,0,8,17,5,8,0,0,78,6
1991,"6015AH",0,0,13,2,7,10,11,10,8,6,32,25,504,4588,38,25,5,24,2,1,0,0,0,17,0,10,4,8,14,14,0,6,26,1,0,0,1,81,1
1991,"6015AJ",3,0,35,1,18,28,14,16,25,23,95,42,1271,4578,79,35,17,47,27,8,3,2,1,25,2,13,13,22,86,62,0,6,106,3,5,0,0,297,10
1991,"6015AK",4,0,24,2,3,14,7,11,35,11,47,19,929,5639,60,30,13,45,4,9,7,1,3,21,6,7,24,16,28,31,0,7,79,2,3,0,0,174,1
1991,"6015AL",1,1,29,20,11,32,2,7,14,10,15,31,633,8821,25,45,12,18,9,7,6,12,3,14,10,35,20,21,7,31,3,2,6,3,6,0,2,24,1
1991,"6015AM",4,0,22,5,6,55,6,17,15,45,10,29,690,12434,28,51,12,29,6,4,7,12,6,13,7,17,63,9,1,47,1,4,4,1,9,0,7,26,2
1991,"6015AN",3,0,39,24,5,88,3,12,28,18,29,21,796,8047,27,67,14,20,6,12,10,6,32,31,19,34,65,21,8,37,11,6,5,4,4,0,4,36,9
1991,"6015AP",4,0,62,12,30,58,34,40,24,17,51,31,1339,10138,54,71,39,54,27,13,11,16,10,51,13,40,30,16,54,49,2,7,41,10,3,0,0,138,4
1991,"6015AQ",0,1,22,4,13,10,4,13,2,1,15,12,489,13334,18,26,12,38,2,4,5,4,0,8,3,5,4,3,5,48,1,4,2,2,2,0,0,5,6
1991,"6015AR",0,1,28,3,4,8,3,32,6,4,9,20,731,14340,26,46,3,39,18,7,2,2,5,19,1,10,3,3,10,41,1,9,18,6,3,0,5,69,5
1991,"6015AS",0,1,8,0,3,3,1,9,2,13,5,12,494,10839,15,21,5,17,3,1,2,1,9,3,3,5,8,5,1,38,0,6,6,0,4,0,1,9,3
1991,"6015AT",5,0,16,7,22,22,5,7,8,4,21,23,1030,13858,38,48,15,30,12,7,7,3,3,15,18,77,10,10,5,32,2,3,12,3,6,0,1,25,3
1991,"6015AU",1,0,15,4,4,4,5,11,2,2,8,5,356,7520,16,20,10,14,3,0,2,0,0,3,2,2,7,4,2,18,2,3,1,3,2,1,0,6,0
1991,"6015AW",3,2,11,0,4,14,4,8,7,8,15,5,451,6037,24,19,13,11,6,1,0,3,0,4,3,3,7,10,0,18,3,1,4,3,2,0,0,24,0
1991,"6015AZ",0,0,19,4,2,11,6,11,2,2,12,11,504,5005,29,20,4,11,2,3,4,0,0,5,6,15,6,6,0,29,0,1,4,2,2,0,0,25,0
1991,"6016AA",2,0,7,0,4,3,4,5,2,1,0,4,250,3776,9,8,1,4,4,2,1,0,3,4,0,1,0,0,1,8,0,0,0,0,2,0,0,7,0
1991,"6016AB",2,0,4,0,2,6,0,0,2,0,2,1,557,4183,25,9,0,3,1,6,2,3,0,1,0,1,1,0,1,10,0,0,4,0,2,0,0,2,1
1991,"6016AC",0,0,5,0,6,0,2,1,2,0,2,7,444,2014,14,15,1,7,0,1,0,0,0,2,1,0,0,1,2,7,0,0,0,1,0,0,0,5,0
1991,"6016AD",0,0,12,0,12,0,0,3,0,1,6,13,863,7086,29,30,10,7,5,1,2,0,0,2,0,2,2,0,3,16,0,1,4,2,4,0,0,11,2
1991,"6016AE",7,0,14,0,4,6,1,0,2,10,11,6,654,14442,17,49,7,15,1,4,3,1,0,2,0,11,1,3,5,31,0,6,3,5,18,0,0,18,0
1991,"6016AF",5,0,32,7,10,4,2,4,3,4,17,31,1127,16119,34,64,8,20,4,3,9,0,3,5,5,31,0,17,7,43,0,7,5,2,8,1,1,24,3
1991,"6016AG",1,0,21,0,6,10,1,2,2,0,18,23,1362,6470,73,50,6,20,3,5,1,0,0,5,0,1,6,4,2,55,0,1,5,2,4,0,0,19,0
1991,"6016AH",2,0,12,2,5,2,5,0,1,0,3,4,1002,5774,52,28,8,5,11,4,5,0,1,5,1,3,6,3,3,27,1,0,6,0,3,0,0,8,0
1991,"6016AM",0,0,4,0,1,0,0,0,0,0,2,1,241,1402,5,1,2,1,0,0,0,0,0,2,0,0,0,0,0,9,0,0,2,0,4,0,0,0,0
1991,"6016AP",3,2,7,2,8,6,1,0,0,0,24,4,631,6048,32,29,5,17,6,2,3,0,0,5,3,4,1,4,2,12,0,0,2,2,3,0,0,1,0
1991,"6016AQ",0,0,8,0,5,0,1,0,1,0,4,3,393,2063,23,15,3,3,0,1,0,2,0,3,0,2,0,1,0,10,0,1,0,4,5,0,0,3,1
1991,"6016AT",1,0,4,2,1,2,1,0,1,0,3,4,205,3626,11,9,2,7,1,0,0,0,0,1,0,1,2,2,1,5,0,0,0,1,1,0,0,3,0
1991,"6016AU",2,0,1,0,0,0,0,0,0,0,0,2,154,872,8,3,4,0,1,3,0,1,0,2,0,3,5,4,0,2,0,0,0,0,2,0,0,0,0
1991,"6016AW",0,0,1,0,6,4,0,0,2,0,3,3,219,1173,6,5,0,4,0,1,0,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0
1991,"6017AC",2,0,5,0,11,6,10,0,11,5,14,12,538,4329,24,18,15,13,9,3,5,0,0,8,3,2,6,7,2,16,0,2,7,0,4,0,1,23,1
1991,"6017AF",6,1,22,1,15,25,57,43,21,13,35,29,1111,7858,63,37,8,59,8,2,8,2,0,21,2,13,9,15,14,31,0,3,12,0,0,1,3,99,7
1991,"6017AG",3,0,5,1,9,4,4,2,8,3,10,5,468,2246,18,7,15,18,1,0,3,1,0,2,1,0,1,0,0,16,0,0,4,0,0,0,0,18,2
1991,"6017AH",0,0,9,0,12,4,1,5,2,1,9,7,574,3223,25,14,7,10,0,2,0,0,0,3,2,1,1,2,2,10,0,0,4,0,2,1,0,6,3
1991,"6017AL",2,0,17,0,16,16,1,3,4,2,13,9,959,7202,44,27,12,19,1,1,4,0,2,10,6,4,4,11,13,36,1,5,13,0,1,0,0,9,0
1991,"6017AM",1,2,18,0,2,7,14,9,12,7,14,16,1058,5515,63,37,12,15,9,4,3,0,0,6,0,3,9,6,1,19,0,1,8,0,0,2,0,30,2
1991,"6017AP",4,0,7,0,4,4,0,1,4,0,2,3,466,2218,25,13,4,7,2,1,1,0,0,1,0,3,0,1,0,14,1,0,1,1,0,0,0,5,0
1991,"6017AQ",0,0,3,0,2,5,2,1,0,1,2,5,385,4960,11,9,4,11,1,2,0,0,0,1,1,3,6,1,2,13,2,1,0,0,5,1,2,4,0
1991,"6017AR",0,0,4,1,5,1,0,1,0,1,13,6,528,2879,18,8,8,4,5,0,2,2,0,8,0,1,0,2,2,13,0,0,5,0,0,0,0,6,0
1991,"6017AT",2,0,38,1,17,18,6,6,10,8,20,8,1405,13285,90,58,39,34,12,10,4,4,5,11,4,10,9,15,2,57,0,4,9,3,4,0,0,31,0
1991,"6017AU",0,0,25,0,3,13,13,2,5,5,23,15,869,5876,55,35,14,28,8,4,5,0,0,10,0,3,9,9,6,31,0,0,7,1,2,0,0,38,2
1991,"6017AW",3,0,8,0,4,5,3,1,4,0,13,7,448,3098,19,27,8,13,5,1,2,0,2,0,0,4,2,2,2,5,0,3,2,0,1,0,0,8,0
1991,"6017AZ",0,0,4,0,2,4,1,1,1,0,3,7,288,1497,16,7,6,9,0,0,3,1,0,4,1,1,0,1,10,15,0,1,6,0,0,0,0,2,0
1991,"6018AA",2,0,36,0,8,14,6,7,22,5,20,22,943,6595,43,45,13,35,6,3,6,9,0,15,1,0,8,12,3,35,0,2,23,4,2,0,1,50,5
1991,"6018AD",2,0,7,0,7,2,6,6,3,17,12,21,583,4720,17,22,5,11,6,0,5,0,0,7,1,3,8,3,6,31,0,2,7,11,2,0,4,730,0
1991,"6018AE",1,0,27,4,22,16,21,9,18,6,54,23,1971,11887,76,52,23,34,15,5,1,4,0,25,3,14,24,12,10,50,3,9,26,2,6,1,0,71,3
1991,"6018AF",4,0,16,0,14,14,13,8,17,11,33,21,1730,6860,81,52,26,43,4,6,2,4,2,16,4,5,12,14,14,29,0,3,14,0,2,0,0,64,0
1991,"6018AG",0,0,9,1,7,11,6,1,6,1,8,12,730,2731,34,25,7,13,8,4,2,1,0,8,1,0,0,7,2,5,0,0,11,3,3,0,0,7,0
1991,"6018AH",4,0,15,1,5,5,4,4,10,0,10,7,713,3232,33,24,6,19,5,3,0,5,0,6,0,2,5,0,2,26,0,0,15,0,2,0,0,12,0
1991,"6018AM",0,0,14,0,5,3,2,0,3,5,1,18,705,4131,37,21,3,9,1,0,5,0,0,5,0,1,2,4,1,19,1,3,9,2,7,0,0,86,0
1991,"6018AP",0,0,7,2,1,3,4,4,3,7,16,8,401,2041,14,8,1,8,3,4,0,0,0,5,0,1,0,3,11,14,0,0,3,0,3,1,0,4,0
1991,"6019AA",1,0,4,0,0,1,0,0,1,0,1,5,193,1683,8,9,3,2,3,1,1,1,0,5,0,0,2,0,0,4,0,0,1,0,0,0,0,1,1
1991,"6019AC",4,0,18,0,2,3,0,0,3,0,17,5,356,7476,14,12,2,8,3,0,0,0,4,5,6,3,0,1,1,20,0,2,1,0,5,0,0,7,0
1991,"6019AD",4,0,11,0,3,5,0,0,0,0,4,10,602,5588,26,20,9,5,4,3,0,0,0,4,3,1,5,2,2,19,0,1,1,1,3,0,0,4,0
1991,"6019AE",2,0,6,2,5,7,0,1,0,1,2,1,655,6707,26,26,5,11,2,2,3,0,0,5,1,4,4,7,3,21,0,0,2,0,0,0,0,2,0
1991,"6019AF",1,0,0,0,0,0,0,0,0,0,0,0,179,2031,2,5,3,3,1,0,0,0,0,0,0,0,1,0,0,8,0,3,0,0,0,0,0,2,0
1991,"6019AH",0,1,19,0,6,1,1,0,3,3,2,14,450,4266,36,20,4,11,3,0,1,0,5,6,8,6,5,10,6,19,0,7,0,2,0,0,0,1,0
1991,"6019AJ",3,0,27,0,3,12,2,0,5,2,8,28,1442,8791,89,60,20,12,4,2,1,2,0,4,8,25,4,8,2,110,0,5,1,0,4,2,0,7,0
1991,"6019AK",2,0,27,1,11,11,4,3,5,1,13,28,1470,10573,66,67,9,20,1,4,2,3,0,9,1,27,7,16,2,72,0,4,5,2,3,0,0,10,0
1991,"6019AL",9,0,22,0,6,2,6,4,4,1,5,16,1425,5419,105,56,5,13,6,2,4,1,0,2,8,14,3,9,2,73,0,0,1,2,0,0,0,16,0
1991,"6019AM",5,0,9,0,2,11,2,2,0,1,2,10,582,3715,26,21,8,6,1,3,0,0,0,4,0,4,3,3,1,25,0,1,0,0,0,3,0,3,0
1991,"6019AN",0,0,2,0,3,2,1,0,2,0,0,2,182,1859,0,12,0,1,2,2,0,0,0,3,0,2,0,0,0,5,0,0,0,0,3,0,0,2,0
1991,"6019AP",0,0,5,0,1,2,0,0,0,0,4,3,233,1043,3,3,2,5,2,0,1,0,0,2,0,3,0,0,0,4,0,0,4,0,0,0,0,1,0
1991,"6019AR",6,0,43,4,14,22,6,2,10,1,43,81,3432,9901,189,147,20,32,12,9,7,2,5,24,4,27,7,34,4,223,0,18,19,0,14,1,0,51,0
1991,"6120AC",2,0,8,1,2,0,1,1,2,0,5,0,255,1194,7,2,3,4,6,2,0,0,0,7,1,1,0,1,0,3,0,0,0,0,0,0,0,1,0
1991,"6120AD",1,3,1,0,5,1,0,4,0,1,4,3,304,1485,6,10,8,7,7,0,1,0,0,3,2,0,0,1,4,3,0,3,1,0,0,0,0,7,0
1991,"6120AE",2,0,22,2,2,5,0,0,1,0,3,3,387,1945,7,7,16,9,7,0,2,1,0,1,0,2,2,5,6,17,0,2,0,0,0,0,0,9,0
1991,"6120AH",3,0,9,3,3,1,3,2,1,0,7,4,362,1353,13,5,5,9,5,2,2,1,0,2,0,1,3,2,4,8,1,3,1,2,0,0,0,1,0
1991,"6120AJ",0,0,9,2,5,2,3,5,1,2,7,5,544,2660,17,15,5,13,5,2,1,0,0,5,2,2,1,1,2,10,2,2,1,3,3,0,0,1,0
1991,"6121AA",2,3,9,0,0,0,0,2,1,2,4,8,375,5067,10,8,5,6,0,2,1,0,0,2,7,0,0,2,3,11,0,1,4,0,5,0,0,8,0
1991,"6121AB",3,0,11,0,3,2,0,0,0,0,3,2,327,5341,11,12,4,7,1,0,0,1,5,5,1,5,1,1,6,12,0,2,1,0,5,0,0,7,1
1991,"6121AG",0,0,4,0,0,0,0,0,0,1,0,0,235,1525,3,5,0,5,1,0,0,0,0,2,0,0,0,0,0,4,0,3,0,0,3,0,0,2,0
1991,"6121AH",0,0,0,0,2,0,0,0,0,1,1,2,173,1239,6,4,2,1,3,0,0,0,0,0,2,0,0,0,0,1,0,1,3,0,0,0,0,30,0
1991,"6121AJ",4,0,13,0,8,3,3,1,0,1,2,11,765,5544,27,17,4,6,5,4,0,0,0,3,0,10,1,2,1,22,0,1,5,2,0,0,0,259,0
1991,"6121AK",1,1,6,0,6,0,0,1,0,0,7,4,494,4699,15,11,3,13,1,6,0,0,0,3,0,0,0,0,3,7,0,6,0,0,1,0,0,97,0
1991,"6122AB",1,3,29,3,25,20,6,8,16,2,16,31,1837,11090,62,65,21,26,15,6,5,1,3,17,9,12,8,15,7,85,0,4,11,0,4,0,0,23,4
1991,"6122AC",5,0,22,2,8,33,3,7,4,2,15,15,943,9601,40,74,16,28,12,8,2,3,4,22,7,22,9,13,3,130,1,5,1,1,5,0,2,23,0
1991,"6122AD",3,0,30,3,14,15,1,6,4,7,14,29,860,9931,42,43,17,24,20,3,7,0,0,20,3,10,7,12,7,32,0,5,12,0,8,0,0,23,0
1991,"6122AE",4,0,27,2,6,12,0,6,1,0,14,4,403,6691,28,41,12,17,2,0,4,0,5,8,3,4,2,3,2,32,0,11,3,2,10,0,1,5,0
1991,"6122AF",5,0,36,4,10,23,1,3,5,3,17,22,1453,12050,45,47,10,24,7,6,6,0,0,18,0,24,6,14,10,50,0,7,3,2,7,0,0,27,0
1991,"6122AG",0,0,6,1,3,8,0,0,0,1,9,6,709,3153,14,14,12,10,4,0,3,0,0,3,2,12,1,1,2,18,0,1,0,0,3,0,0,3,0
1991,"6122AL",0,0,5,0,2,2,1,2,0,0,5,3,210,825,7,2,1,1,1,0,0,0,0,5,0,0,0,1,4,1,0,1,2,0,0,0,0,2,0
1991,"6123AD",0,0,1,0,6,3,1,0,0,0,2,2,222,956,8,7,4,2,2,0,0,2,0,0,0,0,1,0,4,9,0,1,0,0,3,0,0,6,0
1991,"6123AE",0,0,6,0,0,0,3,1,2,0,3,0,165,875,5,7,2,2,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,1,0,0,0,0
1991,"6123AH",0,0,26,1,7,3,5,2,1,1,14,4,585,5841,26,30,9,9,7,0,1,1,4,7,7,4,9,5,5,9,0,3,1,0,1,0,2,7,0
1991,"6123AJ",0,0,23,0,2,0,0,0,0,0,12,2,435,4672,19,32,5,4,8,3,2,0,0,0,0,0,1,2,6,14,0,2,2,0,1,0,4,6,0
1991,"6123AL",1,0,7,0,1,1,0,1,0,0,3,3,310,1229,11,10,2,6,5,1,2,0,0,4,0,0,0,1,0,7,0,3,0,1,0,0,0,1,0
1991,"6123AM",0,0,4,0,1,2,0,0,0,2,2,1,329,977,8,7,5,1,0,5,1,0,1,1,0,0,1,0,0,3,0,0,2,0,0,0,0,1,0
1991,"6123AS",1,0,1,0,0,0,0,0,0,2,3,0,76,932,2,10,0,2,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0
1991,"6123AT",0,0,5,0,2,2,0,0,0,0,0,2,193,860,4,5,2,4,4,0,0,0,0,3,0,0,0,1,0,4,0,0,0,0,1,0,0,3,0
1991,"6124AB",1,0,10,2,5,3,1,5,7,2,9,8,676,3968,22,16,6,21,6,0,0,0,7,8,0,8,1,8,1,29,0,1,1,2,7,0,0,11,0
1991,"6124AC",1,0,17,0,3,5,0,0,3,4,9,9,677,4890,28,12,10,10,5,1,2,0,0,12,4,7,6,8,5,29,0,6,2,2,2,0,0,12,1
1991,"6125AA",1,0,0,2,4,2,0,3,0,0,5,1,277,1659,1,5,3,3,4,2,1,0,0,3,0,5,3,0,4,8,0,0,1,3,2,0,0,2,0
1991,"6125AC",0,0,11,0,0,6,2,0,3,0,0,1,357,3321,9,17,1,6,8,1,0,0,0,1,0,1,4,0,0,11,0,0,1,0,0,0,0,2,0
1991,"6125AD",0,0,6,0,4,5,0,0,0,2,4,4,554,3986,23,15,5,5,2,1,3,4,0,9,1,0,2,1,4,19,0,1,1,1,5,0,0,4,0
1991,"6125AF",0,2,1,0,2,0,0,0,0,0,0,1,98,938,5,0,4,2,1,1,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1991,"6125AG",0,0,6,0,2,5,2,0,1,3,8,7,514,2126,18,11,3,7,2,4,5,0,0,3,0,3,4,1,1,10,0,3,1,3,2,0,0,4,0
1991,"6125AJ",0,0,3,0,2,6,0,0,0,1,2,3,292,1497,15,6,3,8,2,2,0,0,0,1,0,2,0,0,0,7,0,0,4,0,3,0,0,1,1
1991,"6125AK",0,1,9,0,2,9,0,2,0,3,9,10,453,4789,16,19,5,11,6,2,0,0,7,10,1,0,2,0,4,11,0,6,0,0,11,0,0,8,0
1991,"6125AL",0,0,2,0,0,2,0,0,0,2,7,1,221,1302,7,4,3,1,3,0,0,0,0,2,0,0,3,0,4,3,0,0,1,0,1,0,0,2,0
1991,"6125AM",2,0,11,0,6,4,2,0,0,0,5,17,578,5431,29,20,4,6,0,0,1,0,0,5,0,7,4,4,2,25,5,0,2,2,8,0,0,5,0
1991,"6125AN",2,5,20,0,5,6,0,3,0,4,8,10,679,4989,14,43,3,13,1,3,0,0,0,5,2,0,2,9,0,18,0,0,16,0,14,0,0,7,0
1991,"6125AP",3,0,13,0,4,4,4,3,2,0,4,5,583,4075,19,28,6,7,0,3,0,0,0,7,4,2,4,4,0,13,0,2,4,1,4,0,0,7,0
1991,"6125AQ",3,0,3,0,2,4,2,0,0,1,2,5,393,2504,13,7,2,4,3,1,1,0,0,3,0,0,1,0,0,6,0,5,1,1,0,0,0,4,0
1991,"6125AR",0,0,3,0,1,0,0,1,0,0,3,0,212,789,7,0,1,1,1,0,5,0,0,0,0,0,0,1,0,3,0,1,3,0,1,0,0,6,0
1991,"6125AS",2,0,2,1,1,4,3,3,0,3,5,0,425,1547,14,9,1,7,1,1,1,0,0,3,0,3,0,0,0,8,0,0,3,0,0,0,0,2,0
1991,"6125AW",1,0,5,0,3,1,2,4,1,2,237,2,329,1260,9,15,10,9,10,0,1,7,0,2,1,2,0,1,5,6,0,0,2,0,0,0,0,3,0
1991,"6125AY",1,0,0,0,3,5,0,0,0,0,5,3,288,911,8,3,0,4,1,0,0,0,0,2,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0
1991,"6126AC",0,0,9,0,1,5,0,5,3,0,3,4,401,2364,21,12,12,2,6,4,0,0,0,3,0,0,7,3,3,5,0,2,1,0,1,0,1,7,0
1991,"6126AJ",0,0,5,0,3,1,0,1,2,0,2,3,258,1167,12,2,6,1,0,0,0,0,0,0,0,1,2,1,0,6,0,0,0,0,0,0,0,4,0
1991,"6126AM",0,0,3,0,1,2,0,1,1,0,3,2,279,1124,8,5,2,1,6,1,0,0,0,4,2,0,1,1,1,1,0,1,2,0,1,0,1,1,0
1991,"6126AN",1,0,5,0,5,3,1,0,1,4,2,3,471,3911,20,5,4,5,4,3,0,2,0,2,0,5,1,1,2,9,0,2,7,0,1,0,0,8,0
1991,"6126AR",0,0,1,0,2,0,0,0,1,0,3,4,360,1037,11,2,2,3,2,0,1,0,0,0,0,1,0,0,0,9,0,1,2,0,2,0,0,2,0
1991,"6127AA",2,0,2,0,2,0,0,0,0,0,1,3,191,1139,11,3,5,2,4,0,4,0,0,3,1,0,0,0,2,2,0,0,1,0,0,0,0,4,0
1991,"6127AB",0,0,4,0,4,1,0,0,1,0,2,9,315,1669,11,4,2,5,1,0,0,0,0,4,0,0,1,0,3,8,0,0,0,0,0,0,0,1,0
1991,"6127AC",3,0,7,0,9,5,1,0,2,0,5,8,652,3044,13,7,1,14,5,0,1,0,0,2,0,0,0,0,3,18,0,0,5,3,1,0,0,4,0
1991,"6127AE",0,0,1,0,1,2,0,0,0,3,2,1,201,1058,10,4,3,4,0,0,0,0,1,3,1,2,1,0,2,4,0,0,0,0,0,0,0,2,1
1991,"6127AF",0,0,2,0,5,4,0,1,0,1,1,8,239,1524,6,14,3,3,2,0,0,0,0,6,0,0,0,0,0,6,0,1,0,0,0,0,0,2,0
1991,"6127AG",1,0,8,0,0,1,0,0,0,0,0,1,166,1451,4,3,0,1,3,0,0,1,0,2,5,0,0,1,0,3,0,0,0,0,4,0,0,0,0
1991,"6127AK",0,0,0,0,2,0,0,2,0,0,2,1,167,990,8,1,0,1,1,0,0,0,0,0,0,1,0,0,2,4,0,0,1,0,0,0,0,2,0
1991,"6228AA",9,0,14,0,10,8,0,0,6,0,8,5,461,8897,21,34,2,4,15,4,2,0,0,5,6,10,2,4,5,20,0,12,2,2,4,0,1,9,2
1991,"6228AB",1,0,29,0,3,12,0,1,1,0,10,6,391,6157,10,20,12,2,4,2,0,5,0,9,2,7,3,2,1,19,0,3,1,0,4,0,0,10,2
1991,"6228AC",1,0,15,0,2,5,2,0,1,0,9,6,234,5544,12,15,11,3,1,3,0,0,0,1,8,4,3,2,2,22,0,5,1,0,10,0,0,6,1
1991,"6228AE",0,0,15,0,6,8,1,1,2,2,6,0,362,1746,6,15,5,7,5,1,2,1,0,9,4,4,2,3,0,7,0,2,0,1,3,0,0,4,0
1991,"6228AF",0,0,17,0,1,8,2,0,0,1,7,4,196,6687,19,12,6,5,1,1,1,0,0,4,2,3,0,1,1,25,0,0,3,0,9,0,0,0,0
1991,"6228AG",2,0,31,0,10,8,2,4,0,3,15,11,798,7507,35,33,10,9,4,8,2,1,0,10,2,10,3,3,5,18,3,4,0,2,10,2,2,17,0
1991,"6228AH",2,0,12,0,5,1,1,0,0,0,5,11,203,4218,15,14,0,2,0,0,0,0,0,3,0,1,1,1,4,19,0,10,0,2,1,0,0,3,0
1991,"6228AJ",2,0,16,0,5,2,0,1,0,0,6,11,223,5684,15,14,3,3,2,1,2,0,0,1,1,5,0,0,4,15,0,3,0,2,7,0,0,4,0
1991,"6228AK",0,0,8,0,3,4,0,2,0,1,10,1,340,2086,12,17,5,6,2,3,0,0,0,1,1,0,0,0,3,6,0,1,8,0,5,0,0,5,2
1991,"6228AL",1,0,3,1,1,4,0,0,1,0,1,0,119,2066,4,10,4,2,1,0,0,0,0,2,0,0,0,3,1,9,0,0,1,1,3,0,0,2,1
1991,"6228AP",2,0,24,5,14,4,1,4,2,1,12,13,857,4172,45,26,10,6,4,2,1,2,0,13,4,4,3,2,1,10,0,4,0,0,4,0,0,10,2
1991,"6228AQ",1,0,11,0,2,8,2,0,1,1,11,0,341,1770,10,19,3,1,2,4,2,2,0,7,2,0,1,4,2,6,0,3,2,0,2,0,0,5,0
1991,"6228AR",0,1,5,0,0,6,0,0,0,0,10,0,229,1377,12,14,1,3,2,0,1,0,0,2,1,0,2,2,0,3,0,2,1,0,0,0,0,8,0
1991,"6228AS",4,0,22,1,7,9,1,0,6,12,15,1,481,4595,19,17,13,11,5,1,1,0,0,10,2,8,1,3,3,17,0,3,3,1,14,0,0,8,0
1991,"6228AT",1,0,37,1,16,8,7,0,1,0,20,4,843,5028,18,28,12,6,8,4,3,2,0,13,5,3,2,6,3,18,0,9,0,0,3,0,0,6,0
1991,"6228AU",2,0,34,2,3,6,1,4,6,2,22,11,905,6922,44,45,7,13,6,2,2,3,0,15,9,6,3,5,5,29,0,4,9,0,6,1,1,13,0
1991,"6229AA",0,0,25,4,4,20,0,5,3,4,21,2,240,1086,11,39,26,10,8,0,2,2,1,5,10,0,3,3,5,15,4,5,3,3,1,0,0,16,3
1991,"6229AB",0,0,18,1,5,14,7,13,2,9,20,4,286,1093,12,26,8,7,4,3,3,2,0,11,1,2,1,3,7,7,2,2,0,3,4,0,4,23,3
1991,"6229AC",0,0,11,0,6,11,1,1,3,5,12,7,264,788,7,23,2,7,2,3,2,2,0,10,7,4,3,1,5,5,3,7,0,5,4,0,0,13,0
1991,"6229AH",3,0,35,12,22,25,7,12,5,7,26,28,1045,4420,37,53,29,27,10,7,11,2,7,35,20,26,9,7,14,27,3,10,7,8,16,0,2,47,4
1991,"6229AJ",4,3,44,7,15,27,8,11,17,16,31,17,1135,3368,34,89,18,30,15,12,5,3,0,26,20,20,7,7,45,36,5,12,14,19,26,0,2,74,4
1991,"6229AK",1,0,13,9,4,14,3,2,0,8,17,4,304,1019,15,21,17,15,11,2,4,3,0,11,0,9,2,3,5,11,5,4,5,4,0,0,0,14,3
