"Zone Code","UV0280002","UV0280012"
"60QD000553",36,2
"60QD000554",40,1
"60QD000555",100,3
"60QD000556",57,2
"60QD000557",21,0
"60QD000558",42,2
"60QD000559",55,2
"60QD000560",77,4
"60QD000561",84,2
"60QD000562",69,3
"60QD000563",72,5
"60QD000564",87,2
"60QD000565",35,3
"60QD000566",62,3
"60QD000567",60,4
"60QD000568",33,0
"60QD000569",101,4
"60QD000570",56,3
"60QD000571",87,3
"60QD000572",83,1
"60QD000573",60,4
"60QD000574",55,1
"60QD000575",74,0
"60QD000576",59,4
"60QD000577",59,1
"60QD000578",59,6
"60QD000579",76,7
"60QD000580",25,1
"60QD000581",61,2
"60QD000582",46,2
"60QD000583",36,5
"60QD000584",69,5
"60QD000585",52,0
"60QD000586",45,4
"60QD000587",47,1
"60QD000588",40,1
"60QD000589",36,1
"60QD000590",2319,3
"60QD000591",48,1
"60QD000592",61,2
"60QD000593",62,1
"60QD000594",86,4
"60QD000595",38,1
"60QD000596",51,2
"60QD000597",29,2
"60QD000598",97,6
"60QD000599",12,1
"60QD000600",50,8
"60QD000601",27,1
"60QD000602",51,2
"60QD000603",30,1
"60QD000604",24,2
"60QD000605",28,7
"60QD000606",61,0
"60QD000607",39,4
"60QD000608",24,0
"60QD000609",32,5
"60QD000610",56,0
"60QD000611",26,0
"60QD000612",60,3
"60QD000613",37,1
"60QD000614",43,5
"60QD000615",27,0
"60QD000616",60,3
"60QD000617",20,1
"60QD000618",42,3
"60QD000619",41,1
"60QD000620",36,3
"60QD000621",36,12
"60QD000622",24,7
"60QD000623",27,3
"60QD000624",33,4
"60QD000625",57,2
"60QD000626",56,3
"60QD000627",22,2
"60QD000628",56,2
"60QD000629",53,1
"60QD000630",60,1
"60QD000631",51,1
"60QD000632",38,0
"60QD000633",33,1
"60QD000634",61,4
"60QD000635",92,3
"60QD000636",74,1
"60QD000637",41,2
"60QD000638",40,1
"60QD000639",69,1
"60QD000640",63,5
"60QD000641",43,0
"60QD000642",61,1
"60QD000643",44,2
"60QD000644",39,7
"60QD000645",34,1
"60QD000646",37,2
"60QD000647",81,1
"60QD000648",31,1
"60QD000649",40,5
"60QD000650",39,1
"60QD000651",48,2
"60QD000652",44,1
"60QD000653",52,1
"60QD000654",74,2
"60QD000655",70,0
"60QD000656",72,7
"60QD000657",62,0
"60QD000658",29,3
"60QD000659",53,0
"60QD000660",65,3
"60QD000661",47,3
"60QD000662",30,4
"60QD000663",52,1
"60QD000664",67,2
"60QD000665",43,7
"60QD000666",44,5
"60QD000667",52,5
"60QD000668",24,3
"60QD000669",63,8
"60QD000670",38,4
"60QD000671",91,7
"60QD000672",66,4
"60QD000673",16,1
"60QD000674",37,3
"60QD000675",33,0
"60QD000676",47,1
"60QD000677",22,0
"60QD000678",41,1
"60QD000679",38,1
"60QD000680",60,1
"60QD000681",32,3
"60QD000682",56,2
"60QD000683",35,2
"60QD000684",57,3
"60QD000685",56,5
"60QD000686",110,4
"60QD000687",59,1
"60QD000688",36,1
"60QD000689",46,2
"60QD000690",50,3
"60QD000691",53,3
"60QD000692",67,0
"60QD000693",69,1
"60QD000694",26,0
"60QD000695",50,7
"60QD000696",109,4
"60QD000697",46,0
"60QD000698",30,1
"60QD000699",32,0
"60QD000700",64,3
"60QD000701",52,1
"60QD000702",78,2
"60QD000703",35,0
"60QD000704",72,4
"60QD000705",128,10
"60QD000706",76,4
"60QD000707",50,1
"60QD000708",57,1
"60QD000709",53,1
"60QD000710",95,6
"60QD000711",16,1
"60QD000712",74,4
"60QD000713",88,9
"60QD000714",46,5
"60QD000715",55,6
"60QD000716",47,1
"60QD000717",59,6
"60QD000718",53,5
"60QD000719",55,4
"60QD000720",9,0
"60QD000721",45,2
"60QD000722",80,9
"60QD000723",42,10
"60QD000724",41,0
"60QD000725",60,8
"60QD000726",20,1
"60QD000727",46,5
"60QD000728",29,0
"60QD000729",39,2
"60QD000730",19,4
"60QD000731",19,2
"60QD000732",33,4
"60QD000733",50,3
"60QD000734",26,6
"60QD000735",54,4
"60QD000736",31,5
"60QD000737",24,6
"60QD000738",25,7
"60QD000739",55,3
"60QD000740",61,2
"60QD000741",37,5
"60QD000742",34,6
"60QD000743",41,5
"60QD000744",41,8
"60QD000745",66,1
"60QD000746",27,1
"60QD000747",50,1
"60QD000748",77,3
"60QD000749",56,3
"60QD000750",40,1
"60QD000751",59,0
"60QD000752",38,2
"60QD000753",30,0
"60QD000754",65,7
"60QD000755",64,3
"60QD000756",54,7
"60QD000757",54,4
"60QD000758",73,10
"60QD000759",67,6
"60QD000760",87,1
"60QD000761",77,3
"60QD000762",92,6
"60QD000763",42,0
"60QD000764",56,2
"60QD000765",41,2
"60QD000766",79,4
"60QD000767",29,2
"60QD000768",44,5
"60QD000769",63,6
"60QD000770",73,5
"60QD000771",48,7
"60QD000772",93,3
"60QD000773",72,1
"60QD000774",94,2
"60QD000775",32,2
"60QD000776",49,7
"60QD000777",50,1
"60QD000778",75,0
"60QD000779",41,11
"60QD000780",46,1
"60QD000781",39,4
"60QD000782",72,3
"60QD000783",29,0
"60QD000784",54,1
"60QD000785",63,0
"60QE000001",85,2
"60QE000002",46,4
"60QE000003",77,4
"60QE000004",93,7
"60QE000005",49,1
"60QE000006",56,3
"60QE000007",72,4
"60QE000008",53,3
"60QE000009",41,3
"60QE000010",76,2
"60QE000011",49,4
"60QE000012",40,2
"60QE000013",46,0
"60QE000014",61,2
"60QE000015",29,3
"60QE000016",52,2
"60QE000017",61,2
"60QE000018",88,3
"60QE000019",71,6
"60QE000020",31,2
"60QE000021",34,0
"60QE000022",61,3
"60QE000023",66,1
"60QE000024",64,4
"60QE000025",69,3
"60QE000026",49,7
"60QE000027",64,0
"60QE000028",40,1
"60QE000029",63,2
"60QE000030",43,4
"60QE000031",51,2
"60QE000032",78,5
"60QE000033",65,1
"60QE000034",72,3
"60QE000035",53,0
"60QE000036",51,0
"60QE000037",68,1
"60QE000038",50,3
"60QE000039",82,2
"60QE000040",44,1
"60QE000041",26,4
"60QE000042",67,1
"60QE000043",81,1
"60QE000044",43,3
"60QE000045",87,5
"60QE000046",51,2
"60QE000047",62,1
"60QE000048",57,5
"60QE000049",57,3
"60QE000050",83,1
"60QE000051",84,5
"60QE000052",61,5
"60QE000053",83,1
"60QE000054",80,1
"60QE000055",48,1
"60QE000056",48,8
"60QE000057",31,1
"60QE000058",79,8
"60QE000059",83,3
"60QE000060",69,8
"60QE000061",86,4
"60QE000062",106,2
"60QE000063",90,2
"60QE000064",30,1
"60QE000065",40,2
"60QE000066",101,1
"60QE000067",63,3
"60QE000068",51,1
"60QE000069",50,5
"60QE000070",82,4
"60QE000071",60,2
"60QE000072",83,1
"60QE000073",82,1
"60QE000074",54,2
"60QE000075",62,0
"60QE000076",81,1
"60QE000077",65,2
"60QE000078",80,5
"60QE000079",57,2
"60QE000080",92,4
"60QE000081",64,5
"60QE000082",28,2
"60QE000083",59,1
"60QE000084",100,2
"60QE000085",104,1
"60QE000086",51,1
"60QE000087",104,7
"60QE000088",63,1
"60QE000089",68,1
"60QE000090",66,0
"60QE000091",76,3
"60QE000092",42,0
"60QE000093",65,5
"60QE000094",39,1
"60QE000095",73,1
"60QE000096",31,0
"60QE000097",54,3
"60QE000098",72,2
"60QE000099",74,2
"60QE000100",63,1
"60QE000101",52,2
"60QE000102",55,6
"60QE000103",58,1
"60QE000104",54,3
"60QE000105",55,4
"60QE000106",91,2
"60QE000107",66,0
"60QE000108",81,1
"60QE000109",63,2
"60QE000110",91,3
"60QE000111",87,3
"60QE000112",90,4
"60QE000113",80,2
"60QE000114",87,3
"60QE000115",51,1
"60QE000116",64,5
"60QE000117",41,0
"60QE000118",62,1
"60QE000119",81,2
"60QE000120",66,7
"60QE000121",72,1
"60QE000122",60,1
"60QE000123",57,3
"60QE000124",75,1
"60QE000125",42,1
"60QE000126",93,0
"60QE000127",35,3
"60QE000128",48,0
"60QE000129",78,1
"60QE000130",48,4
"60QE000131",46,2
"60QE000132",45,0
"60QE000133",31,0
"60QE000134",62,2
"60QE000135",63,3
"60QE000136",60,1
"60QE000137",53,1
"60QE000138",25,2
"60QE000139",92,3
"60QE000140",55,1
"60QE000141",53,1
"60QE000142",60,2
"60QE000143",77,1
"60QE000144",57,5
"60QE000145",58,6
"60QE000146",73,2
"60QE000147",83,6
"60QE000148",55,1
"60QE000149",37,1
"60QE000150",25,1
"60QE000151",67,2
"60QE000152",34,1
"60QE000153",65,2
"60QE000154",85,1
"60QE000155",61,2
"60QE000156",43,3
"60QE000157",48,2
"60QE000158",26,0
"60QE000159",57,3
"60QE000160",60,1
"60QE000161",43,0
"60QE000162",40,0
"60QE000163",30,1
"60QE000164",32,4
"60QE000165",47,1
"60QE000166",35,1
"60QE000167",53,5
"60QE000168",45,1
"60QE000169",40,0
"60QE000170",82,0
"60QE000171",26,0
"60QE000172",68,2
"60QE000173",54,1
"60QE000174",39,1
"60QE000175",66,1
"60QE000176",45,0
"60QE000177",43,2
"60QE000178",62,3
"60QE000179",125,3
"60QE000180",59,1
"60QE000181",98,6
"60QE000182",72,2
"60QE000183",113,3
"60QE000184",99,1
"60QE000185",128,3
"60QE000186",53,2
"60QE000187",65,3
"60QE000188",71,5
"60QE000189",67,2
"60QE000190",74,2
"60QE000191",44,1
"60QE000192",69,1
"60QE000193",71,2
"60QE000194",41,2
"60QE000195",38,4
"60QE000196",26,0
"60QE000197",50,2
"60QE000198",35,1
"60QE000199",53,4
"60QE000200",39,1
"60QE000201",63,3
"60QE000202",71,4
"60QE000203",37,1
"60QE000204",86,5
"60QE000205",12,0
"60QE000206",29,1
"60QE000207",32,3
"60QE000208",35,1
"60QE000209",75,0
"60QE000210",44,1
"60QE000211",25,1
"60QE000212",65,9
"60QE000213",29,1
"60QE000214",37,1
"60QE000215",43,3
"60QE000216",91,0
"60QE000217",86,3
"60QE000218",46,0
"60QE000219",81,5
"60QE000220",74,3
"60QE000221",46,5
"60QE000222",80,4
"60QE000223",70,9
"60QE000224",69,5
"60QE000225",65,0
"60QE000226",67,3
"60QE000227",80,3
"60QE000228",68,5
"60QE000229",50,5
"60QE000230",62,8
"60QE000231",39,8
"60QE000232",30,3
"60QE000233",66,2
"60QE000234",25,3
"60QE000235",40,4
"60QE000236",63,7
"60QE000237",28,5
"60QE000238",49,7
"60QE000239",65,13
"60QE000240",60,5
"60QE000241",50,6
"60QE000242",31,4
"60QE000243",45,5
"60QE000244",40,13
"60QE000245",31,14
"60QE000246",47,2
"60QE000247",39,1
"60QE000248",45,6
"60QE000249",40,8
"60QE000250",59,6
"60QE000251",81,17
"60QE000252",62,12
"60QE000253",76,4
"60QE000254",42,10
"60QE000255",53,8
"60QE000256",19,3
"60QE000257",47,0
"60QE000258",96,2
"60QE000259",51,2
"60QE000260",101,1
"60QE000261",44,1
"60QE000262",43,0
"60QE000263",65,4
"60QE000264",31,2
"60QE000265",47,5
"60QE000266",65,3
"60QE000267",62,4
"60QE000268",42,2
"60QE000269",66,6
"60QE000270",48,6
"60QE000271",51,1
"60QE000272",32,1
"60QE000273",59,1
"60QE000274",58,5
"60QE000275",56,1
"60QE000276",46,3
"60QE000277",64,0
"60QE000278",64,1
"60QE000279",36,0
"60QE000280",64,6
"60QE000281",64,3
"60QE000282",53,2
"60QE000283",77,2
"60QE000284",61,2
"60QE000285",35,0
"60QE000286",58,1
"60QE000287",55,0
"60QE000288",105,3
"60QE000289",53,2
"60QE000290",72,5
"60QE000291",44,3
"60QE000292",73,2
"60QE000293",55,10
"60QE000294",85,8
"60QE000295",55,3
"60QE000296",35,2
"60QE000297",52,2
"60QE000298",51,1
"60QE000299",66,3
"60QE000300",50,3
"60QE000301",31,1
"60QE000302",32,2
"60QE000303",21,0
"60QE000304",33,2
"60QE000305",34,2
"60QE000306",43,6
"60QE000307",29,1
"60QE000308",44,0
"60QE000309",41,9
"60QE000310",38,11
"60QE000311",29,2
"60QE000312",53,2
"60QE000313",64,1
"60QE000314",44,5
"60QE000315",68,1
"60QE000316",50,4
"60QE000317",13,0
"60QE000318",36,2
"60QE000319",48,1
"60QE000320",62,1
"60QE000321",80,1
"60QE000322",41,0
"60QE000323",40,4
"60QE000324",64,3
"60QE000325",42,2
"60QE000326",101,3
"60QE000327",73,0
"60QE000328",72,4
"60QE000329",62,1
"60QE000330",30,3
"60QE000331",33,0
"60QE000332",34,3
"60QE000333",64,3
"60QE000334",58,6
"60QE000335",51,1
"60QE000336",79,2
"60QE000337",39,4
"60QE000338",77,3
"60QE000339",98,3
"60QE000340",57,6
"60QE000341",72,1
"60QE000342",79,2
"60QE000343",80,3
"60QE000344",40,1
"60QE000345",38,0
"60QE000346",23,2
"60QE000347",36,2
"60QE000348",37,0
"60QE000349",45,3
"60QE000350",57,0
"60QE000351",99,1
"60QE000352",126,1
"60QE000353",84,4
"60QE000354",52,0
"60QE000355",69,3
"60QE000356",44,0
"60QE000357",23,1
"60QE000358",51,4
"60QE000359",46,1
"60QE000360",75,6
"60QE000361",23,1
"60QE000362",54,4
"60QE000363",42,2
"60QE000364",38,0
"60QE000365",72,4
"60QE000366",47,2
"60QE000367",62,2
"60QE000368",50,5
"60QE000369",45,0
"60QE000370",59,3
"60QE000371",64,2
"60QE000372",60,3
"60QE000373",75,4
"60QE000374",71,1
"60QE000375",75,4
"60QE000376",45,0
"60QE000377",43,3
"60QE000378",48,2
"60QE000379",89,0
"60QE000380",41,0
"60QE000381",74,0
"60QE000382",53,2
"60QE000383",89,2
"60QE000384",54,0
"60QE000385",22,1
"60QE000386",39,1
"60QE000387",33,2
"60QE000388",83,5
"60QE000389",47,14
"60QE000390",59,9
"60QE000391",33,5
"60QE000392",52,9
"60QE000393",32,5
"60QE000394",38,1
"60QE000395",30,3
"60QE000396",64,4
"60QE000397",40,2
"60QE000398",50,5
"60QE000399",71,1
"60QE000400",80,4
"60QE000401",65,1
"60QE000402",57,1
"60QE000403",101,7
"60QE000404",41,2
"60QE000405",42,5
"60QE000406",51,0
"60QE000407",49,0
"60QE000408",69,1
"60QE000409",67,4
"60QE000410",69,5
"60QE000411",34,0
"60QE000412",53,0
"60QE000413",56,0
"60QE000414",78,1
"60QE000415",53,2
"60QE000416",30,3
"60QE000417",41,0
"60QE000418",66,1
"60QE000419",34,2
"60QE000420",39,5
"60QE000421",28,1
"60QE000422",45,1
"60QE000423",44,2
"60QE000424",28,1
"60QE000425",74,4
"60QE000426",50,7
"60QE000427",44,6
"60QE000428",58,3
"60QE000429",65,5
"60QE000430",90,5
"60QE000431",51,3
"60QE000432",58,7
"60QE000433",41,2
"60QE000434",63,5
"60QE000435",48,1
"60QE000436",58,1
"60QE000437",60,1
"60QE000438",86,2
"60QE000439",55,4
"60QE000440",55,0
"60QE000441",60,3
"60QE000442",40,1
"60QE000443",63,3
"60QE000444",61,4
"60QE000445",57,3
"60QE000446",35,4
"60QE000447",61,8
"60QE000448",62,0
"60QE000449",42,2
"60QE000450",61,1
"60QE000451",61,1
"60QE000452",44,1
"60QE000453",52,0
"60QE000454",24,1
"60QE000455",52,0
"60QE000456",56,7
"60QE000457",71,0
"60QE000458",94,2
"60QE000459",85,4
"60QE000460",75,2
"60QE000461",45,7
"60QE000462",72,2
"60QE000463",78,2
"60QE000464",43,1
"60QE000465",74,1
"60QE000466",58,3
"60QE000467",78,3
"60QE000468",77,6
"60QE000469",75,7
"60QE000470",70,4
"60QE000471",94,3
"60QE000472",69,4
"60QE000473",60,1
"60QE000474",49,1
"60QE000475",64,0
"60QE000476",79,3
"60QE000477",44,9
"60QE000478",53,5
"60QE000479",66,3
"60QE000480",56,3
"60QE000481",45,3
"60QE000482",30,4
"60QE000483",29,4
"60QE000484",52,5
"60QE000485",68,15
"60QE000486",45,7
"60QE000487",40,9
"60QE000488",51,2
"60QE000489",65,2
"60QE000490",61,6
"60QE000491",86,5
"60QE000492",115,6
"60QE000493",79,3
"60QE000494",58,5
"60QE000495",67,9
"60QE000496",48,2
"60QE000497",34,1
"60QE000498",65,1
"60QE000499",28,4
"60QE000500",61,1
"60QE000501",53,2
"60QE000502",26,3
"60QE000503",73,4
"60QE000504",49,2
"60QE000505",55,3
"60QE000506",34,3
"60QE000507",69,10
"60QE000508",78,2
"60QE000509",32,1
"60QE000510",109,0
"60QE000511",31,0
"60QE000512",41,0
"60QE000513",32,1
"60QE000514",73,1
"60QE000515",66,1
"60QE000516",55,4
"60QE000517",63,2
"60QE000518",79,1
"60QE000519",79,3
"60QE000520",61,1
"60QE000521",63,3
"60QE000522",72,3
"60QE000523",62,1
"60QE000524",54,1
"60QE000525",47,1
"60QE000526",37,2
"60QE000527",55,1
"60QE000528",45,1
"60QE000529",56,1
"60QE000530",81,3
"60QE000531",86,3
"60QE000532",85,2
"60QE000533",100,2
"60QE000534",44,1
"60QE000535",80,2
"60QE000536",51,1
"60QE000537",64,0
"60QE000538",49,3
"60QE000539",108,5
"60QE000540",99,2
"60QE000541",103,0
"60QE000542",12,1
"60QE000543",39,5
"60QE000544",67,0
"60QE000545",42,1
"60QE000546",37,0
"60QE000547",81,3
"60QE000548",69,5
"60QE000549",72,2
"60QE000550",48,1
"60QE000551",15,1
"60QE000552",67,3
"60QE000553",36,2
"60QE000554",72,6
"60QE000555",98,8
"60QE000556",68,7
"60QE000557",67,3
"60QE000558",92,2
"60QE000559",60,4
"60QE000560",53,1
"60QE000561",77,6
"60QE000562",80,1
"60QE000563",66,6
"60QE000564",72,2
"60QE000565",41,1
"60QE000566",83,9
"60QE000567",51,9
"60QE000568",59,2
"60QE000569",58,1
"60QE000570",57,0
"60QE000571",74,3
"60QE000572",35,0
"60QE000573",86,4
"60QE000574",77,2
"60QE000575",67,2
"60QE000576",81,7
"60QE000577",69,4
"60QE000578",44,3
"60QE000579",50,2
"60QE000580",49,1
"60QE000581",34,1
"60QE000582",45,2
"60QE000583",31,0
"60QE000584",70,3
"60QE000585",98,1
"60QE000586",46,4
"60QE000587",92,4
"60QE000588",93,3
"60QE000589",96,4
"60QE000590",32,1
"60QE000591",37,1
"60QE000592",48,0
"60QE000593",38,2
"60QE000594",39,2
"60QE000595",39,0
"60QE000596",79,5
"60QE000597",80,0
"60QE000598",68,3
"60QE000599",61,1
"60QE000600",74,3
"60QE000601",36,2
"60QE000602",75,4
"60QE000603",63,0
"60QE000604",37,2
"60QE000605",76,0
"60QE000606",68,3
"60QE000607",91,3
"60QE000608",33,2
"60QE000609",41,3
"60QE000610",48,8
"60QE000611",29,1
"60QE000612",72,3
"60QE000613",22,0
"60QE000614",43,2
"60QE000615",76,1
"60QE000616",58,4
"60QE000617",48,1
"60QE000618",59,4
"60QE000619",53,3
"60QE000620",69,3
"60QE000621",62,5
"60QE000622",64,4
"60QE000623",78,4
"60QE000624",47,4
"60QE000625",41,3
"60QE000626",90,3
"60QE000627",90,1
"60QE000628",80,1
"60QE000629",87,2
"60QE000630",78,0
"60QE000631",13,0
"60QE000632",49,1
"60QE000633",35,3
"60QE000634",40,2
"60QE000635",99,12
"60QE000636",112,9
"60QE000637",63,6
"60QE000638",56,1
"60QE000639",30,1
"60QE000640",78,4
"60QE000641",54,2
"60QE000642",25,4
"60QE000643",51,3
"60QE000644",62,1
"60QE000645",51,0
"60QE000646",71,2
"60QE000647",83,2
"60QE000648",83,4
"60QE000649",35,1
"60QE000650",41,1
"60QE000651",55,2
"60QE000652",62,3
"60QE000653",75,0
"60QE000654",88,2
"60QE000655",84,6
"60QE000656",55,0
"60QE000657",75,2
"60QE000658",48,4
"60QE000659",62,6
"60QE000660",80,1
"60QE000661",68,0
"60QE000662",66,0
"60QE000663",83,1
"60QE000664",57,3
"60QE000665",7,0
"60QE000666",73,7
"60QE000667",5,0
"60QE000668",41,2
"60QE000669",42,4
"60QE000670",58,1
"60QE000671",82,3
"60QE000672",42,0
"60QE000673",50,2
"60QE000674",49,4
"60QE000675",73,0
"60QE000676",32,2
"60QE000677",29,1
"60QE000678",54,1
"60QE000679",90,3
"60QE000680",58,2
"60QE000681",71,1
"60QE000682",67,0
"60QE000683",81,7
"60QE000684",54,4
"60QE000685",59,0
"60QE000686",49,5
"60QE000687",46,4
"60QE000688",47,4
"60QE000689",62,1
"60QE000690",45,2
"60QE000691",53,1
"60QE000692",54,0
"60QE000693",67,2
"60QE000694",64,3
"60QE000695",34,2
"60QE000696",12,0
"60QE000697",55,8
"60QE000698",74,0
"60QE000699",89,8
"60QE000700",92,11
"60QE000701",95,3
"60QE000702",99,4
"60QE000703",86,6
"60QE000704",67,2
"60QE000705",68,10
"60QE000706",54,4
"60QE000707",40,3
"60QE000708",46,2
"60QE000709",46,0
"60QE000710",53,5
"60QE000711",57,3
"60QE000712",41,4
"60QE000713",57,2
"60QE000714",32,3
"60QE000715",76,9
"60QE000716",50,8
"60QE000717",77,6
"60QE000718",30,2
"60QE000719",38,1
"60QE000720",39,1
"60QE000721",59,3
"60QE000722",33,1
"60QE000723",36,2
"60QE000724",73,1
"60QE000725",34,0
"60QE000726",69,2
"60QE000727",40,0
"60QE000728",28,1
"60QE000729",47,8
"60QE000730",51,2
"60QE000731",70,4
"60QE000732",29,2
"60QE000733",62,6
"60QE000734",38,1
"60QE000735",68,2
"60QE000736",76,2
"60QE000737",41,0
"60QE000738",72,1
"60QE000739",42,1
"60QE000740",56,1
"60QE000741",55,1
"60QE000742",54,3
"60QE000743",47,0
"60QE000744",63,2
"60QE000745",55,1
"60QE000746",74,4
"60QE000747",45,1
"60QE000748",42,3
"60QE000749",41,1
"60QE000750",55,4
"60QE000751",57,2
"60QE000752",59,3
"60QE000753",53,3
"60QE000754",14,0
"60QE000755",50,0
"60QE000756",44,5
"60QE000757",30,1
"60QE000758",32,1
"60QE000759",28,1
"60QE000760",43,4
"60QE000761",48,1
"60QE000762",29,2
"60QE000763",61,1
"60QE000764",52,0
"60QE000765",29,1
"60QE000766",48,0
"60QE000767",54,0
"60QE000768",81,3
"60QE000769",51,1
"60QE000770",33,1
"60QE000771",26,0
"60QE000772",53,1
"60QE000773",49,2
"60QE000774",98,1
"60QE000775",34,2
"60QE000776",19,0
"60QE000777",38,0
"60QE000778",42,0
"60QE000779",70,4
"60QE000780",81,0
"60QE000781",36,1
"60QE000782",38,1
"60QE000783",24,1
"60QE000784",16,1
"60QE000785",7,1
"60QE000786",71,0
"60QE000787",71,2
"60QE000788",56,1
"60QE000789",64,3
"60QE000790",81,5
"60QE000791",42,3
"60QE000792",34,0
"60QE000793",24,0
"60QE000794",61,3
"60QE000795",69,1
"60QE000796",47,0
"60QE000797",95,4
"60QE000798",35,0
"60QE000799",39,1
"60QE000800",20,0
"60QE000801",24,0
"60QE000802",68,0
"60QE000803",57,6
"60QE000804",16,0
"60QE000805",38,0
"60QE000806",41,1
"60QE000807",31,0
"60QE000808",25,0
"60QE000809",49,5
"60QE000810",39,2
"60QE000811",69,2
"60QE000812",19,2
"60QE000813",41,5
"60QE000814",57,7
"60QE000815",21,3
"60QE000816",110,5
"60QE000817",67,1
"60QE000818",42,7
"60QE000819",18,2
"60QE000820",56,2
"60QE000821",62,2
"60QE000822",64,3
"60QE000823",45,2
"60QE000824",65,1
"60QE000825",47,2
"60QE000826",120,6
"60QE000827",33,0
"60QE000828",64,0
"60QE000829",71,2
"60QE000830",81,5
"60QE000831",52,1
"60QE000832",50,2
"60QE000833",45,0
"60QE000834",51,1
"60QE000835",77,4
"60QE000836",69,1
"60QE000837",43,0
"60QE000838",41,1
"60QE000839",73,0
"60QE000840",29,1
"60QE000841",94,3
"60QE000842",73,3
"60QE000843",61,0
"60QE000844",76,1
"60QE000845",47,1
"60QE000846",83,4
"60QE000847",45,2
"60QE000848",66,3
"60QE000849",39,1
"60QE000850",20,1
"60QE000851",58,3
"60QE000852",52,2
"60QE000853",56,5
"60QE000854",50,2
"60QE000855",35,0
"60QE000856",70,5
"60QE000857",58,0
"60QE000858",61,6
"60QE000859",62,3
"60QE000860",29,0
"60QE000861",16,1
"60QE000862",51,0
"60QE000863",44,4
"60QE000864",53,2
"60QE000865",60,3
"60QE000866",59,5
"60QE000867",63,4
"60QE000868",7,0
"60QE000869",62,5
"60QE000870",30,0
"60QE000871",54,1
"60QE000872",34,1
"60QE000873",30,3
"60QE000874",48,3
"60QE000875",57,0
"60QE000876",29,2
"60QE000877",18,0
"60QE000878",35,2
"60QE000879",42,2
"60QE000880",70,10
"60QE000881",112,3
"60QE000882",53,0
"60QE000883",51,0
"60QE000884",17,1
"60QE000885",51,2
"60QE000886",55,3
"60QE000887",76,3
"60QE000888",45,1
"60QE000889",37,2
"60QE000890",67,0
"60QE000891",69,1
"60QE000892",85,0
"60QE000893",122,1
"60QE000894",47,0
"60QE000895",64,5
"60QE000896",55,5
"60QE000897",39,1
"60QE000898",43,0
"60QE000899",7,0
"60QE000900",44,0
"60QE000901",51,0
"60QE000902",66,2
"60QE000903",147,4
"60QE000904",57,0
"60QE000905",79,2
"60QE000906",62,2
"60QE000907",28,1
"60QE000908",57,4
"60QE000909",26,2
"60QE000910",34,2
"60QE000911",44,4
"60QE000912",124,13
"60QE000913",37,0
"60QE000914",6,1
"60QE000915",29,0
"60QE000916",125,1
"60QE000917",31,0
"60QE000918",43,0
"60QE000919",47,0
"60QE000920",49,2
"60QE000921",36,2
"60QE000922",67,2
"60QE000923",25,6
"60QE000924",32,1
"60QE000925",99,2
"60QE000926",58,2
"60QE000927",31,1
"60QE000928",39,4
"60QE000929",49,8
"60QE000930",34,3
"60QE000931",114,2
"60QE000932",78,2
"60QF000001",49,1
"60QF000002",34,2
"60QF000003",44,2
"60QF000004",78,2
"60QF000005",46,1
"60QF000006",35,3
"60QF000007",65,3
"60QF000008",65,0
"60QF000009",83,0
"60QF000010",50,4
"60QF000011",55,3
"60QF000012",66,3
"60QF000013",29,1
"60QF000014",37,5
"60QF000015",64,4
"60QF000016",44,5
"60QF000017",47,12
"60QF000018",75,7
"60QF000019",41,8
"60QF000020",70,6
"60QF000021",76,10
"60QF000022",45,15
"60QF000023",34,8
"60QF000024",31,3
"60QF000025",31,6
"60QF000026",47,1
"60QF000027",65,3
"60QF000028",56,4
"60QF000029",54,8
"60QF000030",41,8
"60QF000031",93,1
"60QF000032",41,6
"60QF000033",109,4
"60QF000034",85,4
"60QF000035",59,4
"60QF000036",48,5
"60QF000037",35,1
"60QF000038",42,3
"60QF000039",52,3
"60QF000040",98,6
"60QF000041",56,6
"60QF000042",50,3
"60QF000043",42,4
"60QF000044",69,6
"60QF000045",65,5
"60QF000046",39,3
"60QF000047",36,3
"60QF000048",35,1
"60QF000049",48,0
"60QF000050",54,5
"60QF000051",59,1
"60QF000052",70,1
"60QF000053",74,12
"60QF000054",14,2
"60QF000055",50,5
"60QF000056",46,5
"60QF000057",26,1
"60QF000058",31,4
"60QF000059",35,0
"60QF000060",52,3
"60QF000061",39,1
"60QF000062",45,1
"60QF000063",41,2
"60QF000064",65,3
"60QF000065",100,1
"60QF000066",25,1
"60QF000067",18,4
"60QF000068",83,4
"60QF000069",70,2
"60QF000070",38,4
"60QF000071",71,5
"60QF000072",67,3
"60QF000073",50,2
"60QF000074",60,7
"60QF000075",23,3
"60QF000076",47,3
"60QF000077",15,1
"60QF000078",40,1
"60QF000079",91,3
"60QF000080",67,5
"60QF000081",43,1
"60QF000082",78,6
"60QF000083",70,3
"60QF000084",82,1
"60QF000085",72,0
"60QF000086",69,3
"60QF000087",46,6
"60QF000088",52,7
"60QF000089",48,14
"60QF000090",32,6
"60QF000091",48,7
"60QF000092",49,13
"60QF000093",64,4
"60QF000094",52,10
"60QF000095",80,8
"60QF000096",64,8
"60QF000097",62,12
"60QF000098",64,8
"60QF000099",27,4
"60QF000100",70,9
"60QF000101",48,7
"60QF000102",84,12
"60QF000103",70,10
"60QF000104",61,5
"60QF000105",52,6
