Zone ID,Zone name,l080001,l080020,l080115,l080134,l080172
19FWFL,Exmouth Brixington              ,5764,3354,41,172,2410
19FWFM,Exmouth Halsdon                 ,4143,1841,18,100,2302
19FWFN,Exmouth Littleham Rural         ,4327,1793,18,143,2534
19FWFP,Exmouth Littleham Urban         ,2963,1422,27,171,1541
19FWFQ,Exmouth Withycombe Raleigh      ,4657,2929,46,200,1728
19FWFR,Exmouth Withycombe Urban        ,3274,1969,35,153,1305
19FWFS,Honiton St.Michaels             ,3633,2266,36,148,1367
19FWFT,Honiton St.Pauls                ,3738,1781,15,133,1957
19FWFU,Lympstone                       ,1478,802,7,48,676
19FWFW,Newbridges                      ,1587,764,10,57,823
19FWFX,Newton Poppleford and Harpford  ,1491,731,9,44,760
19FWFY,Otterhead                       ,2077,1237,8,85,840
19FWFZ,Ottery St.Mary Rural            ,3694,1913,15,89,1781
19FWGA,Ottery St.Mary Town             ,3362,1834,24,83,1528
19FWGB,Patteson                        ,2298,1331,13,50,967
19FWGC,Raleigh                         ,1733,856,15,40,877
19FWGD,Seaton                          ,5526,2210,19,168,3316
19FWGE,Sidmouth Rural                  ,4808,1889,18,98,2919
19FWGF,Sidmouth Town                   ,2893,877,4,37,2016
19FWGG,Sidmouth Woolbrook              ,3743,1764,25,94,1979
19FWGH,Tale Vale                       ,1680,1033,9,45,647
19FWGJ,Trinity                         ,1789,830,12,30,959
19FWGK,Upper Axe                       ,1405,701,3,41,704
19FWGL,Woodbury                        ,2653,1715,75,52,938
19FWGM,Yarty                           ,1642,827,5,45,815
19FWSS,Shipping                        ,0,0,0,0,0
19FXFA,Alphington                      ,6038,4045,50,162,1993
19FXFB,Barton                          ,3978,2316,37,146,1662
19FXFC,Countess Wear                   ,3726,2194,28,119,1532
19FXFD,Cowick                          ,4600,2693,45,184,1907
19FXFE,Exwick                          ,5826,4321,53,246,1505
19FXFF,Heavitree                       ,4184,2595,36,157,1589
19FXFG,Pennsylvania                    ,5025,3267,52,233,1758
19FXFH,Pinhoe                          ,4162,2387,29,109,1775
19FXFJ,Polsoe                          ,4027,2668,51,244,1359
19FXFK,Rougemont                       ,4774,2845,52,342,1929
19FXFL,St David's                      ,4240,2556,41,215,1684
19FXFM,St Leonard's                    ,4605,2498,37,215,2107
19FXFN,St.Loye's                       ,4127,2789,38,152,1338
19FXFP,St.Thomas                       ,4630,3071,46,231,1559
19FXFQ,Stoke Hill                      ,4554,3031,43,244,1523
19FXFR,Topsham                         ,3635,1794,26,83,1841
19FXFS,Whipton                         ,3724,1978,32,198,1746
19FXFT,Wonford                         ,3972,2466,63,326,1506
19FXSS,Shipping                        ,0,0,0,0,0
19FYFA,Boniface                        ,2446,1568,16,81,878
19FYFB,Bradninch                       ,1399,810,3,29,589
19FYFC,Cadbury                         ,1513,896,9,41,617
19FYFD,Canal                           ,3220,1862,24,121,1358
19FYFE,Canonsleigh                     ,1396,862,18,43,534
19FYFF,Castle                          ,3100,1800,29,128,1300
19FYFG,Clare                           ,1047,644,7,28,403
19FYFH,Cullompton Outer                ,1167,703,3,23,464
19FYFJ,Cullompton Town                 ,4391,2728,42,151,1663
19FYFK,Culm                            ,2575,1474,17,73,1101
19FYFL,East Creedy                     ,973,589,2,28,384
19FYFM,Halberton                       ,1091,650,5,35,441
19FYFN,Lawrence                        ,2604,1449,16,67,1155
19FYFP,Lowman                          ,3190,1973,26,170,1217
19FYFQ,Newbrooke                       ,1137,672,5,38,465
19FYFR,Paullet                         ,1083,665,7,32,418
19FYFS,Sandford                        ,1028,647,8,34,381
19FYFT,Shuttern                        ,1568,863,12,48,705
19FYFU,Silverton                       ,1398,831,8,44,567
19FYFW,Taw                             ,1272,796,10,56,476
19FYFX,Taw Vale                        ,1250,740,7,45,510
19FYFY,Upper Culm                      ,1673,952,12,33,721
19FYFZ,Upper Yeo                       ,1238,850,10,33,388
19FYGA,West Creedy                     ,1326,770,14,41,556
19FYGB,Westexe North                   ,2096,1197,18,60,899
19FYGC,Westexe South                   ,2317,1345,26,108,972
19FYGD,Willand                         ,1747,1010,15,44,737
19FYGE,Yeo                             ,2163,1445,19,58,718
19FYSS,Shipping                        ,0,0,0,0,0
19FZFA,Bishop's Nympton                ,1507,758,10,57,749
19FZFB,Bishop's Tawton                 ,1311,785,7,38,526
19FZFC,Bratton Fleming                 ,1439,891,9,48,548
19FZFD,Braunton East                   ,3138,1821,19,111,1317
19FZFE,Braunton West                   ,3249,1585,19,101,1664
19FZFF,Chittlehampton                  ,1517,914,7,56,603
19FZFG,Chulmleigh                      ,1634,897,18,57,737
19FZFH,Combe Martin                    ,2660,1421,16,133,1239
19FZFJ,Fremington                      ,6085,3335,41,216,2750
19FZFK,Georgeham                       ,1263,652,9,42,611
19FZFL,Heanton Punchardon              ,2057,1415,15,67,642
19FZFM,Ilfracombe Central              ,3134,1665,22,275,1469
19FZFN,Ilfracombe East                 ,2515,1536,19,175,979
19FZFP,Ilfracombe West                 ,3275,1838,28,176,1437
19FZFQ,Instow                          ,1399,732,6,45,667
19FZFR,Landkey                         ,1901,1277,13,79,624
19FZFS,Longbridge                      ,1288,795,16,75,493
19FZFT,Lynton and Lynmouth             ,1571,1011,8,54,560
19FZFU,Marwood                         ,1395,928,10,55,467
19FZFW,Mortehoe                        ,1854,1123,5,84,731
19FZFX,Newport                         ,3089,1822,28,148,1267
19FZFY,North Molton                    ,1119,680,7,29,439
19FZFZ,Pilton                          ,3209,2078,31,92,1131
19FZGA,St Mary's                       ,2647,1640,24,160,1007
19FZGB,South Molton                    ,3434,1992,34,117,1442
19FZGC,Swimbridge                      ,1644,1021,4,60,623
19FZGD,Tawstock                        ,1766,983,13,51,783
19FZGE,Trinity                         ,3714,2294,51,265,1420
19FZGF,Witheridge                      ,1600,849,9,48,751
19FZGG,Yeo                             ,2608,1699,33,200,909
19FZSS,Shipping                        ,0,0,0,0,0
19GAFA,Budshead                        ,9486,5391,138,783,4095
19GAFB,Compton                         ,8652,5081,84,463,3571
19GAFC,Drake                           ,10128,5755,139,770,4373
19GAFD,Efford                          ,9445,5726,135,649,3719
19GAFE,Eggbuckland                     ,10260,6387,118,408,3873
19GAFF,Estover                         ,11734,7344,134,512,4390
19GAFG,Ham                             ,8529,4892,167,816,3637
19GAFH,Honicknowle                     ,9857,5160,123,642,4697
19GAFJ,Keyham                          ,10883,7285,232,933,3598
19GAFK,Mount Gould                     ,8512,4928,118,687,3584
19GAFL,Plympton Erle                   ,12441,8607,128,511,3834
19GAFM,Plympton St.Mary                ,9616,5958,99,325,3658
19GAFN,Plymstock Dunstone              ,10622,6541,85,385,4081
19GAFP,Plymstock Radford               ,8673,4875,89,422,3798
19GAFQ,St.Budeaux                      ,8961,5058,109,625,3903
19GAFR,St.Peter                        ,9103,5185,189,1209,3918
19GAFS,Southway                        ,10352,6962,141,602,3390
19GAFT,Stoke                           ,10175,5899,151,827,4276
19GAFU,Sutton                          ,8665,4924,126,853,3741
19GAFW,Trelawny                        ,7903,4244,55,402,3659
19GASS,Shipping                        ,0,0,0,0,0
19GBFA,Avon and Harbourne              ,1548,940,7,64,608
19GBFB,Avonleigh                       ,1292,721,5,40,571
19GBFC,Bickleigh and Shaugh            ,3475,2542,22,133,933
19GBFD,Brixton                         ,1119,580,6,34,539
19GBFE,Charterlands                    ,1602,841,10,62,761
19GBFF,Cornwood and Harford            ,923,587,4,31,336
19GBFG,Dartington                      ,1321,717,11,68,604
19GBFH,Dartmouth Clifton               ,2485,1211,16,87,1274
19GBFJ,Dartmouth Hardness              ,2325,1271,20,96,1054
19GBFK,Dart Valley                     ,1490,877,18,60,613
19GBFL,Eastmoor                        ,972,532,8,35,440
19GBFM,Erme Valley                     ,1134,651,1,29,483
19GBFN,Garabrook                       ,1303,792,5,40,511
19GBFP,Ivybridge                       ,7170,4861,56,252,2309
19GBFQ,Kingsbridge                     ,4139,2142,15,145,1997
19GBFR,Kingswear                       ,1100,548,3,44,552
19GBFS,Malborough                      ,1273,572,3,27,701
19GBFT,Marldon                         ,1633,900,9,59,733
19GBFU,Modbury                         ,1133,627,3,32,506
19GBFW,Newton and Noss                 ,1496,720,6,46,776
19GBFX,Salcombe                        ,1922,903,7,48,1019
19GBFY,Saltstone                       ,1263,664,10,40,599
19GBFZ,Skerries                        ,1301,523,3,27,778
19GBGA,South Brent                     ,2240,1257,12,74,983
19GBGB,Sparkwell                       ,874,552,7,40,322
19GBGC,Stoke Gabriel                   ,1089,541,5,27,548
19GBGD,Stokenham                       ,1681,721,10,45,960
19GBGE,Thurlestone                     ,1520,665,4,39,855
19GBGF,Totnes                          ,3761,2070,33,220,1691
19GBGG,Totnes Bridgetown               ,2059,1019,17,103,1040
19GBGH,Ugborough                       ,1210,726,10,62,484
19GBGJ,Wembury                         ,2451,1434,30,60,1017
19GBGK,West Dart                       ,1317,703,4,45,614
19GBGL,Yealmpton                       ,1678,974,8,79,704
19GBSS,Shipping                        ,0,0,0,0,0
19GCFA,Abbotskerswell                  ,1219,696,9,34,523
19GCFB,Ambrook                         ,2815,1599,22,85,1216
19GCFC,Ashburton                       ,2991,1719,19,129,1272
19GCFD,Bovey                           ,4649,2475,29,147,2174
19GCFE,Bradley                         ,5341,3196,53,194,2145
19GCFF,Buckfastleigh                   ,2563,1417,30,96,1146
19GCFG,Buckland                        ,2928,1691,40,194,1237
19GCFH,Bushell                         ,3069,1822,28,150,1247
19GCFJ,Chudleigh                       ,3733,2308,29,163,1425
19GCFK,College                         ,4185,2346,40,172,1839
19GCFL,Dawlish Central                 ,4135,1946,24,141,2189
19GCFM,Dawlish North East              ,2589,1415,17,84,1174
19GCFN,Dawlish South West              ,3435,1624,27,130,1811
19GCFP,Dunsford                        ,994,586,3,30,408
19GCFQ,Haldon                          ,2268,1046,17,51,1222
19GCFR,Haytor                          ,1912,1114,13,56,798
19GCFS,Ipplepen                        ,1872,1030,7,45,842
19GCFT,Kenn Valley                     ,1790,1086,12,53,704
19GCFU,Kingskerswell                   ,3544,1880,32,105,1664
19GCFW,Kingsteignton East              ,4195,2570,24,144,1625
19GCFX,Kingsteignton West              ,3034,1757,29,85,1277
19GCFY,Milber                          ,2730,1578,11,79,1152
19GCFZ,Moorland                        ,1094,619,5,29,475
19GCGA,Moretonhampstead                ,1182,644,5,27,538
19GCGB,Powderham                       ,4088,2522,30,115,1566
19GCGC,Shaldon                         ,1400,599,2,60,801
19GCGD,Teignhydes                      ,1189,721,6,35,468
19GCGE,Teignmouth Central              ,2609,1293,14,117,1316
19GCGF,Teignmouth East                 ,2722,1193,11,127,1529
19GCGG,Teignmouth North                ,3004,1431,15,97,1573
19GCGH,Teignmouth West                 ,2786,1552,21,174,1234
19GCGJ,Teign Valley                    ,1455,848,9,36,607
19GCGK,Whitestone                      ,1711,887,6,48,824
19GCSS,Shipping                        ,0,0,0,0,0
19GDFA,Blatchcombe                     ,7794,4141,87,516,3653
19GDFB,Cockington-with-Chelston        ,8085,4503,62,363,3582
19GDFC,Coverdale                       ,8810,4712,113,579,4098
19GDFD,Ellacombe                       ,8309,4733,85,571,3576
19GDFE,Furzeham-with-Churston          ,7595,3369,69,317,4226
19GDFF,Preston                         ,8333,3883,73,327,4450
19GDFG,St.Marychurch                   ,8435,4097,46,403,4338
19GDFH,St.Micheal's-with-Goodrington   ,9417,4785,58,363,4632
19GDFJ,St.Peter's-with-St.Marys        ,8019,4027,75,442,3992
19GDFK,Shiphay                         ,8053,4614,68,430,3439
19GDFL,Tormohun                        ,8209,4873,74,718,3336
19GDFM,Torwood                         ,8276,4173,53,611,4103
19GDSS,Shipping                        ,0,0,0,0,0
19GEFA,Appledore East                  ,900,480,5,67,420
19GEFB,Appledore West                  ,910,448,7,27,462
19GEFC,Bideford East                   ,2928,1750,33,150,1178
19GEFD,Bideford North                  ,3649,2072,41,207,1577
19GEFE,Bideford South                  ,3823,2285,48,187,1538
19GEFF,Broadheath                      ,1123,676,5,27,447
19GEFG,Clovelly Bay                    ,1112,675,9,43,437
19GEFH,Coham Bridge                    ,1172,701,5,34,471
19GEFJ,Forest                          ,1261,719,20,34,542
19GEFK,Great Wood                      ,978,569,4,51,409
19GEFL,Hartland Point                  ,1309,730,12,57,579
19GEFM,Heanton                         ,1419,872,12,58,547
19GEFN,Holsworthy                      ,2239,1226,31,57,1013
19GEFP,Kenwith                         ,1263,767,7,47,496
19GEFQ,Melbury                         ,1332,826,13,65,506
19GEFR,Morice                          ,1259,767,17,36,492
19GEFS,Northam Central                 ,1323,595,11,44,728
19GEFT,Northam North                   ,1326,697,17,89,629
19GEFU,Northam West                    ,1252,507,9,65,745
19GEFW,Orchard Hill                    ,1041,515,9,33,526
19GEFX,Rolle                           ,1247,702,4,40,545
19GEFY,Stafford                        ,1010,582,11,35,428
19GEFZ,Tamarside                       ,1060,646,6,51,414
19GEGA,Torrington                      ,3610,2212,29,157,1398
19GEGB,Waldon                          ,1144,647,9,51,497
19GEGC,Westward Ho                     ,1330,659,30,95,671
19GEGD,Winkleigh                       ,1236,687,8,41,549
19GESS,Shipping                        ,0,0,0,0,0
19GFFA,Bere Ferrers                    ,2345,1338,26,104,1007
19GFFB,Bridestowe                      ,1208,712,11,41,496
19GFFC,Buckland Monachorum             ,2850,1528,15,74,1322
19GFFD,Burrator                        ,1278,695,2,58,583
19GFFE,Chagford                        ,1233,607,5,38,626
19GFFF,Courtenay                       ,1317,781,5,38,536
19GFFG,Drewsteignton                   ,1120,641,12,29,479
19GFFH,Exbourne                        ,840,450,8,30,390
19GFFJ,Hatherleigh                     ,1259,762,8,70,497
19GFFK,Lew Valley                      ,1081,651,10,42,430
19GFFL,Lydford                         ,1408,749,15,82,659
19GFFM,Mary Tavy                       ,1363,779,10,50,584
19GFFN,Milton Ford                     ,1076,676,6,44,400
19GFFP,North Tawton                    ,1230,697,6,43,533
19GFFQ,Okehampton                      ,3739,2202,31,126,1537
19GFFR,South Tawton                    ,943,539,9,36,404
19GFFS,Tamarside                       ,1167,702,6,50,465
19GFFT,Tavistock North                 ,3780,2195,16,160,1585
19GFFU,Tavistock South                 ,4613,2476,34,172,2137
19GFFW,Thrushel                        ,1203,709,8,56,494
19GFFX,Walkham                         ,2221,1386,16,103,835
19GFSS,Shipping                        ,0,0,0,0,0
20GGFA,Boscombe East                   ,6222,3539,38,448,2683
20GGFB,Boscombe West                   ,6728,3979,52,747,2749
20GGFC,Central                         ,6086,3106,16,428,2980
20GGFD,East Cliff                      ,6098,3271,46,476,2827
20GGFE,Ensbury Park                    ,6371,3512,19,287,2859
20GGFF,Kinson                          ,6580,3281,15,372,3299
20GGFG,Littledown                      ,8488,4868,35,325,3620
20GGFH,Moordown                        ,5870,3749,27,310,2121
20GGFJ,Muscliff                        ,7903,4823,28,309,3080
20GGFK,Queens Park                     ,7358,4154,34,408,3204
20GGFL,Redhill Park                    ,5843,3176,19,198,2667
20GGFM,Southbourne                     ,6720,2835,24,228,3885
20GGFN,Strouden Park                   ,8116,4511,24,360,3605
20GGFP,Talbot Woods                    ,5971,3244,17,291,2727
20GGFQ,Wallisdown                      ,6532,3430,23,560,3102
20GGFR,Westbourne                      ,6406,2794,24,307,3612
20GGFS,West Cliff                      ,6935,3816,34,570,3119
20GGFT,West Southbourne                ,7075,3502,17,372,3573
20GGFU,Winton                          ,6316,3753,27,291,2563
20GGSS,Shipping                        ,0,0,0,0,0
20GHFA,Burton                          ,3281,2020,15,94,1261
20GHFB,Chewton                         ,4001,1504,8,92,2497
20GHFC,Grange                          ,3905,2333,19,213,1572
20GHFD,Jumpers                         ,4127,2256,23,139,1871
20GHFE,Mudeford                        ,5018,2261,14,134,2757
20GHFF,Nea                             ,2642,822,7,60,1820
20GHFG,Portfield                       ,2679,1408,16,88,1271
20GHFH,St.Catherine's                  ,2771,1314,5,70,1457
20GHFJ,Twynham                         ,4019,2145,16,175,1874
20GHFK,Wingfield                       ,2510,1079,4,49,1431
20GHSS,Shipping                        ,0,0,0,0,0
20GJFA,Ameysford                       ,1952,1012,2,60,940
20GJFB,Colehill                        ,5854,3551,17,166,2303
20GJFC,Corfe Mullen Central            ,3673,2461,15,132,1212
20GJFD,Corfe Mullen North              ,1711,1116,5,49,595
20GJFE,Corfe Mullen South              ,2327,1354,8,68,973
20GJFF,Crane                           ,2895,1815,16,67,1080
20GJFG,Ferndown Central                ,2203,901,5,45,1302
20GJFH,Golf Links                      ,2028,784,6,45,1244
20GJFJ,Holt                            ,2039,1299,9,79,740
20GJFK,Longham                         ,1716,1153,4,58,563
20GJFL,St.Leonards and St.Ives East    ,2934,1248,3,79,1686
20GJFM,St.Leonards and St.Ives South   ,0,0,0,0,0
20GJFN,St.Leonards and St.Ives West    ,2858,1223,10,99,1635
20GJFP,Sixpenny Handley                ,1271,750,4,34,521
20GJFQ,Stapehill                       ,1574,893,9,50,681
20GJFR,Sturminster Marshall            ,1319,806,4,44,513
20GJFS,Tricketts Cross                 ,4359,2270,22,236,2089
20GJFT,Vale Of Allen                   ,1216,754,8,44,462
20GJFU,Verwood                         ,8444,4497,21,244,3947
20GJFW,West Moors North                ,3038,1281,6,59,1757
20GJFX,West Moors South                ,2895,1336,7,122,1559
20GJFY,West Parley                     ,3035,1511,7,75,1524
20GJFZ,Wimborne Minster                ,5807,3118,9,200,2689
20GJSS,Shipping                        ,0,0,0,0,0
20GKFA,Abbey                           ,2208,1295,7,65,913
20GKFB,Blackmore                       ,2533,1443,14,73,1090
20GKFC,Blandford East                  ,2748,1648,19,86,1100
20GKFD,Blandford West                  ,3601,2386,12,112,1215
20GKFE,Bourton and District            ,1243,652,4,32,591
20GKFF,Bulbarrow                       ,858,515,0,27,343
20GKFG,Cranborne Chase                 ,1338,757,4,37,581
20GKFH,Gillingham Town                 ,1345,833,0,58,512
20GKFJ,Hill Forts                      ,2440,1380,9,59,1060
20GKFK,Hills and Vale                  ,1245,685,5,34,560
20GKFL,Lodbourne                       ,1188,594,4,30,594
20GKFM,Lower Winterborne               ,1081,651,7,29,430
20GKFN,Lydden Vale                     ,995,533,1,32,462
20GKFP,Marnhull                        ,1567,693,5,42,874
20GKFQ,Milton                          ,1040,491,4,26,549
20GKFR,Motcombe                        ,1224,696,8,39,528
20GKFS,Portman                         ,1239,796,12,56,443
20GKFT,Riversdale                      ,1241,744,0,41,497
20GKFU,Shaftesbury Central             ,1138,607,1,44,531
20GKFW,Shaftesbury Christy's           ,1421,815,5,37,606
20GKFX,Shaftesbury Grosvenor           ,1568,1066,4,38,502
20GKFY,Shaftesbury Underhill           ,883,450,2,27,433
20GKFZ,Stour Valley                    ,2497,1379,4,61,1118
20GKGA,The Beacon                      ,993,548,6,26,445
20GKGB,The Lower Tarrants              ,1790,1322,12,56,468
20GKGC,The Stours                      ,1074,605,11,24,469
20GKGD,Wyke                            ,1699,785,7,24,914
20GKSS,Shipping                        ,0,0,0,0,0
20GLFA,Alderney                        ,8516,5206,70,537,3310
20GLFB,Bourne Valley                   ,9314,5809,48,514,3505
20GLFC,Broadstone                      ,7680,4235,16,216,3445
20GLFD,Canford Cliffs                  ,6930,2439,7,168,4491
20GLFE,Canford Heath                   ,10126,7409,44,468,2717
20GLFF,Canford Magna                   ,8303,5336,25,263,2967
20GLFG,Creekmoor                       ,7472,5028,18,353,2444
20GLFH,Hamworthy                       ,9469,6172,64,645,3297
20GLFJ,Harbour                         ,8395,4576,26,449,3819
20GLFK,Newtown                         ,8722,5277,47,541,3445
20GLFL,Oakdale                         ,7917,4708,36,327,3209
20GLFM,Parkstone                       ,7881,4062,18,319,3819
20GLFN,Penn Hill                       ,8096,4492,27,345,3604
20GLSS,Shipping                        ,0,0,0,0,0
20GMFA,Bere Regis                      ,1839,1184,5,74,655
20GMFB,Castle                          ,2507,1330,4,81,1177
20GMFC,Langton                         ,1250,624,7,24,626
20GMFD,Lytchett Matravers              ,2236,1339,3,98,897
20GMFE,Lytchett Minster                ,5930,3901,14,281,2029
20GMFF,St.Martin                       ,2071,1217,6,84,854
20GMFG,Swanage North                   ,3129,1238,11,71,1891
20GMFH,Swanage South                   ,4427,2343,18,209,2084
20GMFJ,Wareham                         ,4751,2770,9,177,1981
20GMFK,West Purbeck                    ,1309,858,9,49,451
20GMFL,Winfrith                        ,1338,792,6,34,546
20GMFM,Wool                            ,3865,2501,40,128,1364
20GMSS,Shipping                        ,0,0,0,0,0
20GNFA,Beaminster                      ,3079,1612,19,102,1467
20GNFB,Bothenhampton                   ,1576,615,12,41,961
20GNFC,Bradford Abbas                  ,1474,899,10,38,575
20GNFD,Bradpole                        ,1742,814,4,52,928
20GNFE,Bridport North                  ,3331,1792,16,123,1539
20GNFF,Bridport South                  ,2715,1403,12,120,1312
20GNFG,Broadmayne                      ,1478,861,6,29,617
20GNFH,Broadwindsor                    ,1131,573,8,32,558
20GNFJ,Burton Bradstock                ,1273,548,6,39,725
20GNFK,Caundle Vale                    ,1084,618,7,29,466
20GNFL,Cerne Valley                    ,1138,627,4,32,511
20GNFM,Charminster                     ,1353,692,3,44,661
20GNFN,Charmouth                       ,1305,573,2,36,732
20GNFP,Chesil Bank                     ,1361,812,10,42,549
20GNFQ,Chickerell                      ,3459,2162,32,133,1297
20GNFR,Dorchester East                 ,2722,1681,8,112,1041
20GNFS,Dorchester North                ,2241,1288,7,77,953
20GNFT,Dorchester South                ,4028,2400,22,102,1628
20GNFU,Dorchester West                 ,3289,1974,16,134,1315
20GNFW,Frome Valley                    ,1175,676,8,29,499
20GNFX,Halstock                        ,1240,710,15,33,530
20GNFY,Holnest                         ,1304,723,6,45,581
20GNFZ,Loders                          ,1096,537,11,32,559
20GNGA,Lyme Regis                      ,3083,1426,13,123,1657
20GNGB,Maiden Newton                   ,1229,734,5,31,495
20GNGC,Netherbury                      ,1275,716,5,40,559
20GNGD,Owermoigne                      ,2486,1455,13,85,1031
20GNGE,Piddle Valley                   ,1433,874,10,49,559
20GNGF,Puddletown                      ,2051,1268,14,63,783
20GNGG,Queen Thorne                    ,1162,634,6,27,528
20GNGH,Sherborne East                  ,2575,1171,11,73,1404
20GNGJ,Sherborne West                  ,3854,1965,12,123,1889
20GNGK,Symondsbury                     ,1417,811,7,52,606
20GNGL,Thorncombe                      ,1018,586,8,36,432
20GNGM,Tolpuddle                       ,0,0,0,0,0
20GNGN,Whitechurch Canonicorum         ,1197,532,5,34,665
20GNGP,Winterborne St. Martin          ,1949,1192,11,55,757
20GNGQ,Yetminster                      ,1363,729,12,50,634
20GNSS,Shipping                        ,0,0,0,0,0
20GPFA,Melcombe Regis                  ,3903,2496,53,414,1407
20GPFB,North                           ,2732,1584,19,114,1148
20GPFC,North Central                   ,5051,3077,33,284,1974
20GPFD,Preston                         ,4258,2099,18,99,2159
20GPFE,Radipole                        ,3230,1728,10,103,1502
20GPFF,Tophill East                    ,2720,1634,26,166,1086
20GPFG,Tophill West                    ,4164,2870,63,179,1294
20GPFH,Underhill                       ,3236,2013,74,222,1223
20GPFJ,Westham East                    ,2939,1832,32,209,1107
20GPFK,Westham North                   ,4131,2307,30,191,1824
20GPFL,Westham West                    ,2532,1393,31,96,1139
20GPFM,Weymouth East                   ,2560,1384,24,141,1176
20GPFN,Weymouth West                   ,4005,2278,37,207,1727
20GPFP,Wyke Regis                      ,4088,2531,49,176,1557
20GPSS,Shipping                        ,0,0,0,0,0
21GQFA,Bournmoor                       ,2675,1657,38,130,1018
21GQFB,Chester Central                 ,1364,917,15,71,447
21GQFC,Chester North                   ,3297,1957,40,142,1340
21GQFD,Chester South                   ,3346,1845,35,165,1501
21GQFE,Chester West                    ,3463,1725,86,290,1738
21GQFF,Edmondsley                      ,0,0,0,0,0
21GQFG,Grange Villa                    ,1447,860,35,134,587
21GQFH,Holmlands Park                  ,2912,1743,27,83,1169
21GQFJ,Lumley                          ,3442,2125,47,187,1317
21GQFK,North Lodge                     ,2006,1345,8,74,661
21GQFL,Ouston                          ,2606,1791,39,133,815
21GQFM,Pelton                          ,3897,2401,48,270,1496
21GQFN,Pelton Fell                     ,2026,1130,36,196,896
21GQFP,Plawsworth                      ,1214,722,26,100,492
21GQFQ,Sacriston                       ,3664,2224,79,257,1440
21GQFR,Urpeth                          ,2983,2244,23,115,739
21GQFS,Waldridge                       ,1969,1504,12,51,465
21GQSS,Shipping                        ,0,0,0,0,0
21GRFA,Bank Top                        ,2944,1908,47,192,1036
21GRFB,Central                         ,2449,1442,52,246,1007
21GRFC,Cockerton East                  ,4612,2701,72,278,1911
21GRFD,Cockerton West                  ,2551,1264,42,198,1287
21GRFE,College                         ,2728,1536,32,119,1192
21GRFF,Eastbourne North                ,2282,1285,47,230,997
21GRFG,Eastbourne South                ,2713,1508,82,287,1205
21GRFH,Harrowgate Hill                 ,4430,2924,64,231,1506
21GRFJ,Haughton East                   ,6304,3906,100,365,2398
21GRFK,Haughton West                   ,3722,2354,46,240,1368
21GRFL,Heighington                     ,1746,946,12,39,800
21GRFM,Hummersknott                    ,3444,1862,16,88,1582
21GRFN,Hurworth                        ,2985,1785,17,122,1200
21GRFP,Lascelles                       ,2802,1671,52,229,1131
21GRFQ,Lingfield                       ,3344,1938,35,199,1406
21GRFR,Middleton St.George             ,2677,1432,14,84,1245
21GRFS,Mowden                          ,3379,1957,23,83,1422
21GRFT,Northgate North                 ,3104,1956,68,329,1148
21GRFU,Northgate South                 ,2752,1766,65,252,986
21GRFW,North Road                      ,3266,2090,54,216,1176
21GRFX,Park East                       ,4189,2486,107,450,1703
21GRFY,Park West                       ,2916,1485,16,80,1431
21GRFZ,Pierremont                      ,4667,2938,65,235,1729
21GRGA,Sadberge                        ,1236,803,7,46,433
21GRGB,Whessoe                         ,1804,1126,15,63,678
21GRSS,Shipping                        ,0,0,0,0,0
21GSFA,Annfield Plain                  ,3270,1647,58,187,1623
21GSFB,Benfieldside                    ,4515,2777,52,182,1738
21GSFC,Blackhill                       ,3501,1992,67,260,1509
21GSFD,Burnhope                        ,945,468,36,81,477
21GSFE,Burnopfield                     ,4058,2477,43,187,1581
21GSFF,Castleside                      ,1235,764,17,40,471
21GSFG,Catchgate                       ,2311,1290,64,193,1021
21GSFH,Consett North                   ,2500,1405,27,140,1095
21GSFJ,Consett South                   ,3259,1665,76,323,1594
21GSFK,Cornsay                         ,1210,672,24,75,538
21GSFL,Craghead                        ,2313,1188,57,224,1125
21GSFM,Crookhall                       ,1555,991,35,104,564
21GSFN,Delves Lane                     ,3576,2015,62,279,1561
21GSFP,Dipton                          ,2284,1251,66,183,1033
21GSFQ,Ebchester and Medomsley         ,3828,2117,48,251,1711
21GSFR,Esh                             ,3479,1919,57,241,1560
21GSFS,Havannah                        ,4607,2657,69,305,1950
21GSFT,Lanchester                      ,4080,2300,51,118,1780
21GSFU,Leadgate                        ,3414,1813,57,232,1601
21GSFW,South Moor                      ,3247,1851,62,231,1396
21GSFX,South Stanley                   ,3648,1802,86,303,1846
21GSFY,Stanley Hall                    ,3310,1772,71,259,1538
21GSFZ,Tanfield                        ,3385,2156,74,182,1229
21GSSS,Shipping                        ,0,0,0,0,0
21GTFA,Bearpark                        ,1489,826,23,107,663
21GTFB,Belmont                         ,3079,2083,29,79,996
21GTFC,Brandon                         ,4801,2813,61,303,1988
21GTFD,Carrville                       ,2444,1475,19,88,969
21GTFE,Cassop-cum-Quarrington          ,3664,2128,44,195,1536
21GTFF,Coxhoe                          ,3942,2170,60,239,1772
21GTFG,Croxdale                        ,1102,695,13,53,407
21GTFH,Deerness                        ,2848,1604,34,217,1244
21GTFJ,Elvet                           ,2069,886,14,71,1183
21GTFK,Framwelgate                     ,3989,2367,37,146,1622
21GTFL,Framwellgate Moor               ,3120,1753,49,149,1367
21GTFM,Gilesgate                       ,3175,1681,29,208,1494
21GTFN,Gilesgate Moor                  ,2535,1658,27,118,877
21GTFP,Langley Moor and Meadowfield    ,2479,1670,26,121,809
