Zone ID,Zone name,l080001,l080020,l080115,l080134,l080172
31LTFG,Foxhall                         ,5317,3231,62,532,2086
31LTFH,Greenlands                      ,5552,2998,38,219,2554
31LTFJ,Hawes Side                      ,6125,3659,50,327,2466
31LTFK,Highfield                       ,6154,3453,34,194,2701
31LTFL,Ingthorpe                       ,5580,2952,29,248,2628
31LTFM,Layton                          ,5494,3202,45,242,2292
31LTFN,Marton                          ,5649,3530,28,180,2119
31LTFP,Norbreck                        ,5443,2721,23,151,2722
31LTFQ,Park                            ,5402,2627,61,510,2775
31LTFR,Squires Gate                    ,5118,2636,19,175,2482
31LTFS,Stanley                         ,4366,2632,19,178,1734
31LTFT,Talbot                          ,5041,3187,63,551,1854
31LTFU,Tyldesley                       ,5314,3067,44,318,2247
31LTFW,Victoria                        ,5385,2977,33,385,2408
31LTFX,Warbreck                        ,5781,3482,45,380,2299
31LTFY,Waterloo                        ,5228,3070,33,353,2158
31LTSS,Shipping                        ,0,0,0,0,0
31LUFA,Barclay                         ,3923,2129,32,322,1794
31LUFB,Briercliffe                     ,2540,1877,12,79,663
31LUFC,Brunshaw                        ,4151,2081,26,169,2070
31LUFD,Burnley Wood                    ,3190,1934,19,231,1256
31LUFE,Calder                          ,2805,1371,45,325,1434
31LUFF,Cliviger                        ,2017,1281,12,46,736
31LUFG,Coal Clough                     ,3144,1763,32,233,1381
31LUFH,Daneshouse                      ,3625,1966,39,428,1659
31LUFJ,Deerplay                        ,1274,857,8,40,417
31LUFK,Fulledge                        ,3285,1904,25,185,1381
31LUFL,Gawthorpe                       ,3743,2185,23,216,1558
31LUFM,Hapton                          ,2257,1536,16,144,721
31LUFN,Heasandford                     ,4155,2515,20,196,1640
31LUFP,Lanehead                        ,4889,3258,28,177,1631
31LUFQ,Lowerhouse                      ,3600,2015,10,135,1585
31LUFR,Park                            ,3560,2125,21,191,1435
31LUFS,Queensgate                      ,3722,2187,27,122,1535
31LUFT,Rosehill                        ,4075,2486,30,192,1589
31LUFU,Trinity                         ,2922,1771,29,269,1151
31LUFW,Whittlefield                    ,5211,3516,22,193,1695
31LUFX,Worsthorne                      ,2486,1683,7,52,803
31LUSS,Shipping                        ,0,0,0,0,0
31LWFA,Adlington                       ,4542,2969,28,200,1573
31LWFB,AndertonHeath Charnock and Rivi ,2554,1645,24,107,909
31LWFC,AnglezarkeHeapey and Wheelton   ,1204,833,5,31,371
31LWFD,Brindle and Hoghton             ,1500,977,10,31,523
31LWFE,Charnock Richard                ,1504,1017,13,40,487
31LWFF,Chorley East                    ,4148,2519,48,278,1629
31LWFG,Chorley North-East              ,4235,2673,39,262,1562
31LWFH,Chorley North-West              ,5359,3176,36,214,2183
31LWFJ,Chorley South-East              ,4259,2642,37,213,1617
31LWFK,Chorley South-West              ,4992,3038,48,272,1954
31LWFL,Chorley West                    ,4375,2626,43,205,1749
31LWFM,Clayton-le-Woods East           ,7522,5149,49,432,2373
31LWFN,Clayton-le-Woods West and Cuerde,3165,2167,20,111,998
31LWFP,Coppull North                   ,2917,1795,23,162,1122
31LWFQ,Coppull South                   ,3091,2053,19,140,1038
31LWFR,Eccleston and Heskin            ,4071,2671,21,102,1400
31LWFS,Euxton North                    ,2774,1779,23,96,995
31LWFT,Euxton South                    ,3329,2344,30,99,985
31LWFU,Lostock                         ,3437,2106,28,95,1331
31LWFW,Mawdesley                       ,1402,926,5,46,476
31LWFX,Whittle-Le-Woods                ,2866,1757,21,105,1109
31LWFY,Withnell                        ,2796,1896,25,103,900
31LWSS,Shipping                        ,0,0,0,0,0
31LXFA,Ansdell                         ,3271,1568,10,73,1703
31LXFB,Ashton                          ,3615,1765,17,118,1850
31LXFC,Bryning-with-Warton             ,2634,1574,18,74,1060
31LXFD,Central                         ,3607,1951,26,160,1656
31LXFE,Clifton                         ,3184,1392,7,57,1792
31LXFF,Elswick and Little Eccleston    ,1134,720,5,35,414
31LXFG,Fairhaven                       ,3449,1726,12,74,1723
31LXFH,Freckleton East                 ,2253,1361,12,63,892
31LXFJ,Freckleton West                 ,2443,1543,16,44,900
31LXFK,Heyhouses                       ,3847,1873,14,89,1974
31LXFL,Kilnhouse                       ,3827,1991,19,95,1836
31LXFM,Kirkham North                   ,2697,1717,16,66,980
31LXFN,Kirkham South                   ,2534,1443,22,56,1091
31LXFP,Medlar-with-Wesham              ,2158,1330,15,41,828
31LXFQ,Newton and Treales              ,2436,1661,13,58,775
31LXFR,Park                            ,3271,1418,15,61,1853
31LXFS,Ribby-with-Wrea                 ,1209,687,8,12,522
31LXFT,St.John's                       ,3409,1859,12,89,1550
31LXFU,St.Leonard's                    ,4032,2276,14,85,1756
31LXFW,Singleton and Greenhalgh        ,1155,706,5,35,449
31LXFX,Staining                        ,1488,1006,17,58,482
31LXFY,Weeton and Westby               ,1586,1031,9,50,555
31LXSS,Shipping                        ,0,0,0,0,0
31LYFA,Altham                          ,1158,733,9,64,425
31LYFB,Barnfield                       ,3129,1841,23,193,1288
31LYFC,Baxenden                        ,3965,2718,26,92,1247
31LYFD,Central                         ,3118,1633,34,283,1485
31LYFE,Church                          ,4686,2595,51,317,2091
31LYFF,Clayton-Le-Moors                ,4776,2920,33,193,1856
31LYFG,Eachill                         ,2642,1839,21,122,803
31LYFH,Huncoat                         ,3059,1972,32,160,1087
31LYFJ,Immanuel                        ,3914,2424,27,142,1490
31LYFK,Milnshaw                        ,4248,2259,25,163,1989
31LYFL,Netherton                       ,3785,2300,20,185,1485
31LYFM,Norden                          ,2630,1680,17,113,950
31LYFN,Overton                         ,4667,2897,36,157,1770
31LYFP,Peel                            ,3606,2187,30,161,1419
31LYFQ,St.Andrew's                     ,3324,1913,22,148,1411
31LYFR,St.Oswald's                     ,4533,3253,31,157,1280
31LYFS,Spring Hill                     ,3982,2269,46,338,1713
31LYSS,Shipping                        ,0,0,0,0,0
31LZFA,Alexandra                       ,4323,2539,53,559,1784
31LZFB,Arkholme                        ,1276,740,0,29,536
31LZFC,Bolton-le-Sands                 ,3379,1858,18,54,1521
31LZFD,Bulk                            ,5402,3006,50,324,2396
31LZFE,Carnforth                       ,4063,2530,30,112,1533
31LZFF,Castle                          ,5668,3393,56,364,2275
31LZFG,Caton                           ,2841,1605,24,62,1236
31LZFH,Ellel                           ,3221,2105,19,76,1116
31LZFJ,Halton-with-Aughton             ,1877,1103,7,35,774
31LZFK,Harbour                         ,4187,2212,27,208,1975
31LZFL,Heysham Central                 ,3063,1487,26,152,1576
31LZFM,Heysham North                   ,3217,1853,38,215,1364
31LZFN,Heysham South                   ,5648,3181,37,243,2467
31LZFP,Hornby                          ,1479,879,7,30,600
31LZFQ,John O'Gaunt                    ,4996,3191,35,221,1805
31LZFR,Kellet                          ,1564,963,6,44,601
31LZFS,Overton                         ,2131,1377,16,102,754
31LZFT,Parks                           ,3568,1464,20,105,2104
31LZFU,Poulton                         ,4514,2418,65,333,2096
31LZFW,Scotforth East                  ,3938,2218,29,124,1720
31LZFX,Scotforth West                  ,5078,2881,32,174,2197
31LZFY,Silverdale                      ,1730,789,9,33,941
31LZFZ,Skerton Central                 ,3207,1766,28,210,1441
31LZGA,Skerton East                    ,3012,1839,39,215,1173
31LZGB,Skerton West                    ,3872,2288,39,218,1584
31LZGC,Slyne-With-Hest                 ,2568,1270,3,52,1298
31LZGD,Torrisholme                     ,3625,1670,14,66,1955
31LZGE,Victoria                        ,4979,2738,40,206,2241
31LZGF,Warton                          ,1883,1091,12,57,792
31LZSS,Shipping                        ,0,0,0,0,0
31MAFA,Barrowford                      ,4749,2935,17,119,1814
31MAFB,Boulsworth                      ,4250,2682,22,109,1568
31MAFC,Bradley                         ,3861,1883,21,285,1978
31MAFD,Brierfield                      ,3632,2019,27,198,1613
31MAFE,Clover Hill                     ,3591,2306,24,150,1285
31MAFF,Coates                          ,3996,2408,32,139,1588
31MAFG,Craven                          ,4188,2588,19,120,1600
31MAFH,Earby                           ,4373,2758,23,138,1615
31MAFJ,Fence                           ,1932,1239,4,38,693
31MAFK,Foulridge                       ,1147,732,3,32,415
31MAFL,Horsfield                       ,3736,2102,30,184,1634
31MAFM,Marsden                         ,3889,2232,21,213,1657
31MAFN,Pendleside                      ,1173,824,8,23,349
31MAFP,Reedley                         ,3696,2329,24,108,1367
31MAFQ,Southfield                      ,3803,2200,24,219,1603
31MAFR,Vivary Bridge                   ,4333,2563,33,276,1770
31MAFS,Walverden                       ,3184,1755,17,177,1429
31MAFT,Waterside                       ,3245,1821,37,246,1424
31MAFU,Whitefield                      ,3193,1608,36,313,1585
31MASS,Shipping                        ,0,0,0,0,0
31MBFA,Ashton                          ,5009,3052,27,184,1957
31MBFB,Avenham                         ,5381,2957,63,690,2424
31MBFC,Brookfield                      ,4941,2693,35,379,2248
31MBFD,Cadley                          ,5115,3088,23,115,2027
31MBFE,Central                         ,5281,2819,48,656,2462
31MBFF,Deepdale                        ,5269,2863,44,494,2406
31MBFG,Fishwick                        ,4721,2732,44,488,1989
31MBFH,Greyfriars                      ,5147,3459,17,131,1688
31MBFJ,Ingol                           ,5502,3285,46,382,2217
31MBFK,Larches                         ,4709,2775,28,243,1934
31MBFL,Moor Park                       ,5500,3342,56,348,2158
31MBFM,Preston Rural East              ,5502,3306,29,79,2196
31MBFN,Preston Rural West              ,5750,3507,25,139,2243
31MBFP,Ribbleton                       ,4735,2732,33,533,2003
31MBFQ,Riversway                       ,4646,2892,32,420,1754
31MBFR,St. Matthew's                   ,5608,3125,41,486,2483
31MBFS,Sharoe Green                    ,5345,3529,35,133,1816
31MBFT,Sherwood                        ,5262,3397,34,141,1865
31MBFU,Tulketh                         ,5376,3565,39,256,1811
31MBSS,Shipping                        ,0,0,0,0,0
31MCFA,AightonBailey and Chaigley      ,0,0,0,0,0
31MCFB,Alston                          ,2754,1945,13,55,809
31MCFC,Billington                      ,3584,2157,11,71,1427
31MCFD,Bolton-by-Bowland               ,0,0,0,0,0
31MCFE,BowlandNewton and Slaidburn     ,1470,967,6,25,503
31MCFF,Chatburn                        ,986,586,5,33,400
31MCFG,Chipping                        ,1119,768,7,23,351
31MCFH,Clayton-le-Dale and Salesbury   ,1297,766,4,26,531
31MCFJ,Dilworth                        ,3092,1996,9,76,1096
31MCFK,EdisfordLow Moor and Trinity    ,3700,2349,20,137,1351
31MCFL,GisburnRimington                ,1531,1010,4,26,521
31MCFM,Grammar School                  ,3125,1817,11,78,1308
31MCFN,Grindleton and West Bradford    ,1198,731,6,30,467
31MCFP,Mellor                          ,2967,1808,17,72,1159
31MCFQ,Read                            ,1186,744,8,17,442
31MCFR,Ribblesdale                     ,2042,1176,7,64,866
31MCFS,Ribchester                      ,1339,871,7,24,468
31MCFT,Sabden                          ,1033,635,9,22,398
31MCFU,St.James's                      ,1914,1188,11,58,726
31MCFW,Simonstone                      ,1030,667,6,19,363
31MCFX,Waddington                      ,985,600,5,13,385
31MCFY,Whalley                         ,2850,1073,4,42,1777
31MCFZ,Wilpshire                       ,2142,1334,12,40,808
31MCGA,Wiswell and Pendleton           ,871,525,7,17,346
31MCSS,SHIPPING                        ,0,0,0,0,0
31MDFA,Cribden                         ,5316,3453,18,173,1863
31MDFB,Eden                            ,2864,1905,12,114,959
31MDFC,Facit and Shawforth             ,2377,1546,16,129,831
31MDFD,Greenfield                      ,4353,2759,29,207,1594
31MDFE,Greensclough                    ,3775,2416,25,240,1359
31MDFF,Hareholme                       ,4420,2546,26,149,1874
31MDFG,Healey and Whitworth            ,3612,2378,20,218,1234
31MDFH,Helmshore                       ,5373,3697,44,163,1676
31MDFJ,Irwell                          ,4227,2694,26,212,1533
31MDFK,Longholme                       ,4103,2453,28,183,1650
31MDFL,Stacksteads                     ,3413,2043,19,196,1370
31MDFM,Whitewell                       ,4459,2834,40,193,1625
31MDFN,Worsley                         ,3256,1956,28,169,1300
31MDSS,Shipping                        ,0,0,0,0,0
31MEFA,All Saints                      ,4282,2902,29,109,1380
31MEFB,Bamber Bridge Central           ,4795,3064,40,170,1731
31MEFC,Bamber Bridge South             ,4314,2870,31,179,1444
31MEFD,Charnock                        ,1485,1008,2,62,477
31MEFE,Farington                       ,5059,3526,45,176,1533
31MEFF,Howick                          ,2773,1745,16,52,1028
31MEFG,Hutton and New Longton          ,4117,2478,14,74,1639
31MEFH,Kingsfold                       ,5011,3227,34,213,1784
31MEFJ,Leyland Central                 ,2964,1930,32,129,1034
31MEFK,Leyland St.Ambrose              ,3130,2099,26,113,1031
31MEFL,Leyland St.John's               ,4413,2732,42,253,1681
31MEFM,Leyland St.Mary's               ,4620,2920,28,132,1700
31MEFN,Little Hoole and Much Hoole     ,3018,1984,21,68,1034
31MEFP,Longton Central and West        ,3746,2336,17,85,1410
31MEFQ,Lostock Hall                    ,5263,3771,31,188,1492
31MEFR,Manor                           ,3410,2176,17,74,1234
31MEFS,Middleforth Green               ,3213,2068,25,147,1145
31MEFT,Moss Side                       ,4482,3122,50,222,1360
31MEFU,Priory                          ,2197,1369,7,55,828
31MEFW,Samlesbury and Cuerdale         ,993,598,6,11,395
31MEFX,Seven Stars                     ,3152,1809,36,207,1343
31MEFY,Walton-le-Dale                  ,4063,2748,17,124,1315
31MESS,Shipping                        ,0,0,0,0,0
31MFFA,Aughton Park                    ,2925,1713,18,94,1212
31MFFB,Aughton Town Green              ,4058,2389,29,140,1669
31MFFC,Bickerstaffe                    ,971,601,2,26,370
31MFFD,Birch Green                     ,7649,4750,114,790,2899
31MFFE,Burscough                       ,3887,2534,28,162,1353
31MFFF,Derby                           ,5589,3314,33,156,2275
31MFFG,Digmoor                         ,3269,1973,72,349,1296
31MFFH,Downholland                     ,1047,681,18,42,366
31MFFJ,Halsall                         ,1630,971,15,48,659
31MFFK,Hesketh-with-Becconsall         ,2735,1802,18,83,933
31MFFL,Knowsley                        ,4331,2616,29,115,1715
31MFFM,Lathom                          ,2811,1668,20,98,1143
31MFFN,Moorside                        ,3312,2039,64,417,1273
31MFFP,Newburgh                        ,1730,1104,10,43,626
31MFFQ,North Meols                     ,2879,1664,23,89,1215
31MFFR,Parbold                         ,3290,2090,15,87,1200
31MFFS,Rufford                         ,1447,919,13,32,528
31MFFT,Scarisbrick                     ,2520,1552,18,74,968
31MFFU,Scott                           ,4381,2617,28,188,1764
31MFFW,Skelmersdale North              ,4566,2917,53,357,1649
31MFFX,Skelmersdale South              ,4248,2509,57,309,1739
31MFFY,Tanhouse                        ,3838,2299,68,514,1539
31MFFZ,Tarleton                        ,3894,2497,22,123,1397
31MFGA,Upholland North                 ,2905,1793,32,151,1112
31MFGB,Upholland South                 ,2580,1465,22,106,1115
31MFGC,Wrightington                    ,2453,1551,15,96,902
31MFSS,Shipping                        ,0,0,0,0,0
31MGFA,Bailey                          ,3865,2253,34,193,1612
31MGFB,Bourne                          ,5503,3428,42,247,2075
31MGFC,Breck                           ,2858,1519,24,71,1339
31MGFD,Brock                           ,1192,733,3,17,459
31MGFE,Calder                          ,1225,766,8,19,459
31MGFF,Carleton                        ,3964,2505,30,81,1459
31MGFG,Catterall                       ,1612,1047,12,25,565
31MGFH,Cleveleys Park                  ,3965,1711,33,132,2254
31MGFJ,Duchy                           ,1590,811,2,24,779
31MGFK,Garstang                        ,3293,1797,8,63,1496
31MGFL,Great Eccleston                 ,2365,1508,13,57,857
31MGFM,Hambleton                       ,3854,2178,15,80,1676
31MGFN,Hardhorn                        ,2651,1378,10,51,1273
31MGFP,High Cross                      ,2743,1614,17,58,1129
31MGFQ,Jubilee                         ,3411,1578,28,119,1833
31MGFR,Mount                           ,3073,1844,24,192,1229
31MGFS,Norcross                        ,3117,1688,18,106,1429
31MGFT,Park                            ,3853,2305,33,255,1548
31MGFU,Pharos                          ,3041,1582,30,262,1459
31MGFW,Pilling                         ,1736,1121,10,21,615
31MGFX,Preesall                        ,4424,1972,20,113,2452
31MGFY,Rossall                         ,3993,2165,28,198,1828
31MGFZ,Staina                          ,4247,2276,17,113,1971
31MGGA,Tithebarn                       ,3038,1713,12,72,1325
31MGGB,Victoria                        ,3899,1935,12,96,1964
31MGGC,Warren                          ,3824,2238,27,193,1586
31MGGD,Wyresdale                       ,1485,934,4,29,551
31MGSS,Shipping                        ,0,0,0,0,0
32MHFA,Cosby                           ,2701,1945,9,74,756
32MHFB,Countesthorpe                   ,5113,3636,20,138,1477
32MHFC,Croft Hill                      ,1335,885,4,47,450
32MHFD,Ellis                           ,2999,1968,12,89,1031
32MHFE,Enderby                         ,3221,2267,11,99,954
32MHFF,Fairestone                      ,4694,3185,23,134,1509
32MHFG,Flamville                       ,3171,2115,21,116,1056
32MHFH,Fosse                           ,1532,1040,14,80,492
32MHFJ,Glen Parva                      ,4194,2905,24,136,1289
32MHFK,Kirby                           ,3771,2322,12,87,1449
32MHFL,Leicester Forest East           ,3891,2789,12,103,1102
32MHFM,Millfield                       ,1643,1081,8,38,562
32MHFN,Narborough                      ,6014,4304,26,138,1710
32MHFP,Normanton                       ,1997,1460,9,51,537
32MHFQ,Northfield                      ,2443,1538,11,88,905
32MHFR,Ravenhurst                      ,4659,3151,37,169,1508
32MHFS,St.Johns                        ,1503,899,10,43,604
32MHFT,Stanton                         ,2805,2022,11,98,783
32MHFU,Whetstone                       ,3178,2322,14,112,856
32MHFW,Winchester                      ,2820,1965,14,102,855
32MHFX,Winstanley                      ,2491,1660,14,113,831
32MHSS,Shipping                        ,0,0,0,0,0
32MJFA,Ashby                           ,2567,1615,29,139,952
32MJFB,Barrow Upon Soar and Quorndon   ,7530,4884,38,177,2646
32MJFC,Birstall Goscote                ,1882,1181,1,55,701
32MJFD,Birstall Greengate              ,2210,1469,17,60,741
32MJFE,Birstall Netherhall             ,1537,957,6,31,580
32MJFF,Birstall Riverside              ,1831,1258,14,58,573
32MJFG,Birstall Stonehill              ,2210,1452,14,84,758
32MJFH,Bradgate                        ,5873,3902,35,183,1971
32MJFJ,East Goscote                    ,2307,1798,15,84,509
32MJFK,Garendon                        ,4791,3384,29,147,1407
32MJFL,Hastings                        ,4255,2503,25,272,1752
32MJFM,Hathern                         ,5717,4027,33,202,1690
32MJFN,Lemyngton                       ,4037,2646,29,264,1391
32MJFP,Mountsorrel and Rothley         ,7340,4797,41,253,2543
32MJFQ,Nanpantan                       ,3489,2262,12,85,1227
32MJFR,Outwoods                        ,3514,2190,11,75,1324
32MJFS,Queniborough                    ,2521,1619,7,61,902
32MJFT,Shepshed East                   ,5139,3697,34,161,1442
32MJFU,Shepshed West                   ,5073,3420,28,165,1653
32MJFW,Sileby                          ,5281,3659,28,203,1622
32MJFX,Six Hills                       ,1993,1256,10,50,737
32MJFY,Southfields                     ,3135,1771,16,99,1364
32MJFZ,Storer                          ,3434,1940,24,152,1494
32MJGA,Syston                          ,8723,5980,34,285,2743
32MJGB,The Wolds                       ,2121,1374,9,33,747
32MJGC,Thurcaston                      ,1649,1019,8,33,630
32MJGD,Thurmaston                      ,7350,5046,37,295,2304
32MJGE,Woodhouse and Swithland         ,2045,1219,10,56,826
32MJGF,Woodthorpe                      ,3619,2108,33,254,1511
32MJSS,Shipping                        ,0,0,0,0,0
32MKFA,Billesdon                       ,1081,665,4,24,416
32MKFB,Bosworth                        ,1372,884,7,32,488
32MKFC,Broughton                       ,4749,3572,21,126,1177
32MKFD,Dunton                          ,1426,982,10,37,444
32MKFE,Easton                          ,1501,968,3,37,533
32MKFF,Fleckney                        ,3270,2429,18,118,841
32MKFG,Gilmorton                       ,1459,1039,5,37,420
32MKFH,Glen                            ,2982,1961,8,78,1021
32MKFJ,Houghton                        ,1642,1107,6,48,535
32MKFK,Kibworth                        ,3790,2376,10,95,1414
32MKFL,Kilworth                        ,1581,950,4,47,631
32MKFM,Langton                         ,851,534,3,22,317
32MKFN,Lubenham                        ,1359,873,11,34,486
32MKFP,Lutterworth Linden              ,1683,1147,10,33,536
32MKFQ,Lutterworth St.Mary's           ,1209,719,5,35,490
32MKFR,Lutterworth Sherrier            ,1609,1017,7,54,592
32MKFS,Lutterworth Wycliffe            ,1300,806,5,34,494
32MKFT,Market Harborough Bowden        ,2994,2066,24,94,928
32MKFU,Market Harborough North         ,3634,2329,25,120,1305
32MKFW,Market Harborough South         ,2697,1696,13,92,1001
32MKFX,Market Harborough West          ,4056,2534,34,138,1522
32MKFY,Peatling                        ,1485,1052,4,42,433
32MKFZ,Scraptoft                       ,961,626,3,21,335
32MKGA,Thurnby                         ,2525,1613,14,78,912
32MKGB,Tilton                          ,1051,723,13,33,328
32MKGC,Ullesthorpe                     ,1561,1067,8,52,494
32MKSS,Shipping                        ,0,0,0,0,0
32MLFA,Ambien                          ,2322,1547,12,78,775
32MLFB,Bagworth                        ,1327,782,3,56,545
32MLFC,BarlestoneNailstone and Osbasto ,2391,1638,19,80,753
32MLFD,Barwell                         ,6599,4521,51,290,2078
32MLFE,Burbage                         ,8336,5754,28,243,2582
32MLFF,CadebyCarlton and Market Boswor ,1943,1117,2,22,826
32MLFG,Castle                          ,5693,3418,31,226,2275
32MLFH,Clarendon                       ,7095,5007,42,284,2088
32MLFJ,De Montfort                     ,7266,4866,30,224,2400
32MLFK,Desford and Peckleton           ,3590,2396,11,101,1194
32MLFL,Earl Shilton                    ,7146,4661,30,289,2485
32MLFM,Groby                           ,5864,4205,29,158,1659
32MLFN,Markfield                       ,3905,2436,22,113,1469
32MLFP,Newbold Verdon                  ,2740,1784,21,79,956
32MLFQ,Ratby                           ,2852,1925,10,99,927
32MLFR,Sheepy and Witherley            ,2184,1413,11,48,771
32MLFS,Trinity                         ,4440,3047,31,237,1393
32MLFT,Twycross and Shackerstone       ,1164,750,5,26,414
32MLSS,Shipping                        ,0,0,0,0,0
32MMFA,Abbey                           ,6629,4251,48,471,2378
32MMFB,Aylestone                       ,7960,5154,48,414,2806
32MMFC,Beaumont Leys                   ,11090,7472,121,1084,3618
32MMFD,Belgrave                        ,7962,4744,72,724,3218
32MMFE,Castle                          ,7385,4713,60,593,2672
32MMFF,Charnwood                       ,6840,4043,67,702,2797
32MMFG,Coleman                         ,6904,3956,57,588,2948
32MMFH,Crown Hills                     ,7015,4302,68,598,2713
32MMFJ,East Knighton                   ,6468,3781,11,205,2687
32MMFK,Evington                        ,7149,3946,32,245,3203
32MMFL,Eyres Monsell                   ,7070,3986,40,562,3084
32MMFM,Humberstone                     ,6918,4054,29,390,2864
32MMFN,Latimer                         ,6063,3562,75,574,2501
32MMFP,Mowmacre                        ,5512,2840,43,493,2672
32MMFQ,New Parks                       ,7928,4372,59,614,3556
32MMFR,North Braunstone                ,6123,3197,73,823,2926
32MMFS,Rowley Fields                   ,7543,4567,52,497,2976
32MMFT,Rushey Mead                     ,8783,5627,57,622,3156
32MMFU,Saffron                         ,8136,4692,66,750,3444
32MMFW,St.Augustine's                  ,7579,4893,48,519,2686
32MMFX,Spinney Hill                    ,6717,3817,101,908,2900
32MMFY,Stoneygate                      ,7337,4418,56,545,2919
32MMFZ,Thurncourt                      ,7903,4488,54,402,3415
32MMGA,Westcotes                       ,7484,4690,47,576,2794
32MMGB,Western Park                    ,8671,5154,47,529,3517
32MMGC,West Humberstone                ,7463,4471,51,598,2992
32MMGD,West Knighton                   ,6880,4346,39,319,2534
32MMGE,Wycliffe                        ,8498,4767,144,1566,3731
32MMSS,Shipping                        ,0,0,0,0,0
32MNFA,Asfordby                        ,2482,1649,20,64,833
32MNFB,Bottesford                      ,2398,1529,15,67,869
32MNFC,Craven                          ,2682,1864,22,89,818
32MNFD,Croxton Kerrial                 ,1086,643,15,21,443
32MNFE,Egerton                         ,2417,1433,21,134,984
32MNFF,Frisby-On-The-Wreake            ,1371,908,1,29,463
32MNFG,Gaddesby                        ,1047,670,5,35,377
32MNFH,Long Clawson                    ,1715,1046,4,41,669
32MNFJ,Mowbray                         ,3317,2388,26,103,929
32MNFK,Newport                         ,4725,2898,40,124,1827
32MNFL,Old Dalby                       ,1538,972,9,30,566
32MNFM,Somerby                         ,1592,1006,15,27,586
32MNFN,Stathern                        ,1047,663,5,21,384
32MNFP,Sysonby                         ,3350,2212,18,97,1138
32MNFQ,Waltham-On-The-Wolds            ,1382,854,7,30,528
32MNFR,Warwick                         ,2739,1629,14,85,1110
32MNFS,Wymondham                       ,1214,804,9,33,410
32MNSS,Shipping                        ,0,0,0,0,0
32MPFA,Appleby                         ,1590,918,5,51,672
32MPFB,Breedon                         ,1497,957,5,35,540
32MPFC,Castle                          ,1797,1164,12,44,633
32MPFD,Castle Donington                ,5007,3490,28,207,1517
32MPFE,Coalville                       ,3148,1870,25,153,1278
32MPFF,Greenhill                       ,4568,2668,54,304,1900
32MPFG,Holly Hayes                     ,2927,1642,17,85,1285
32MPFH,Holywell                        ,3245,2114,10,133,1131
32MPFJ,Hugglescote                     ,3390,2001,23,135,1389
32MPFK,Ibstock and Heather             ,5257,3235,35,237,2022
32MPFL,Ivanhoe                         ,3334,1929,13,137,1405
32MPFM,Kegworth                        ,3144,2096,13,105,1048
32MPFN,Long Whatton                    ,1306,854,3,30,452
32MPFP,Measham                         ,3213,2016,32,197,1197
32MPFQ,Moira                           ,3363,1918,25,123,1445
32MPFR,Oakthorpe and Donisthorpe       ,1633,914,9,80,719
32MPFS,Ravenstone                      ,2110,1256,18,70,854
32MPFT,Snibston                        ,3003,1884,28,137,1119
32MPFU,Swannington                     ,1665,1042,20,49,623
32MPFW,Thringstone                     ,3134,1992,21,101,1142
32MPFX,Whitwick                        ,4666,2925,32,184,1741
32MPFY,Worthington                     ,1444,922,11,44,522
32MPSS,Shipping                        ,0,0,0,0,0
32MQFA,All Saints                      ,6473,4813,35,188,1660
32MQFB,Bassett                         ,2819,1983,13,127,836
32MQFC,Brocks Hill                     ,4197,2707,16,107,1490
32MQFD,Brookside                       ,6181,4192,25,194,1989
32MQFE,Central                         ,4060,2448,17,178,1612
32MQFF,Fairfield                       ,3053,2123,19,138,930
32MQFG,Grange                          ,2465,1459,11,57,1006
32MQFH,St.Peter's                      ,2937,1643,11,90,1294
32MQFJ,St.Wolstan's                    ,5994,4316,24,195,1678
32MQFK,Westfield                       ,3234,2157,31,117,1077
32MQSS,Shipping                        ,0,0,0,0,0
32MRFA,Barrowden                       ,1041,635,1,21,406
32MRFB,Belton                          ,1160,683,3,26,477
32MRFC,Braunston                       ,0,0,0,0,0
32MRFD,Casterton                       ,0,0,0,0,0
32MRFE,Cottesmore                      ,1976,1511,37,43,465
32MRFF,Edith Weston                    ,1346,1000,3,35,346
32MRFG,Empingham                       ,1733,990,13,39,743
32MRFH,Exton                           ,1961,1294,33,74,667
32MRFJ,Ketton                          ,1512,827,8,43,685
32MRFK,Langham                         ,1038,586,0,26,452
32MRFL,Luffenham                       ,1145,725,4,38,420
32MRFM,Oakham East                     ,2801,1790,9,70,1011
32MRFN,Oakham West                     ,4126,2768,29,162,1358
32MRFP,Ryhall                          ,1476,940,3,51,536
32MRFQ,Uppingham                       ,2502,1583,10,68,919
32MRFR,Whissendine                     ,1402,903,5,45,499
32MRSS,Shipping                        ,0,0,0,0,0
33MSFA,Bargate                         ,1991,1219,16,128,772
33MSFB,Central                         ,2355,1442,24,153,913
33MSFC,Coastal                         ,2696,1618,21,89,1078
33MSFD,Fenside                         ,3659,2115,43,344,1544
33MSFE,Fishtoft                        ,4321,2673,46,136,1648
33MSFF,Five Village                    ,2694,1569,24,128,1125
33MSFG,Frampton                        ,1110,666,9,37,444
33MSFH,Holland Fen                     ,0,0,0,0,0
33MSFJ,Kirton                          ,3032,1776,25,116,1256
33MSFK,Old Leake                       ,1286,773,15,59,513
33MSFL,Skirbeck                        ,3402,1963,32,199,1439
33MSFM,South                           ,1992,1201,19,85,791
33MSFN,Swineshead                      ,2391,1433,24,101,958
33MSFP,West                            ,3994,2454,31,146,1540
33MSFQ,Witham                          ,4199,2443,28,187,1756
33MSFR,Wrangle                         ,1041,622,12,27,419
