"Zone Code","UV0280002","UV0280012"
"00CEFP0001",81,0
"00CEFP0002",111,3
"00CEFP0003",150,8
"00CEFP0004",178,6
"00CEFP0005",166,0
"00CEFP0006",152,5
"00CEFP0007",191,5
"00CEFP0008",162,5
"00CEFP0009",102,0
"00CEFP0010",69,6
"00CEFP0011",90,5
"00CEFP0012",186,14
"00CEFP0013",163,7
"00CEFP0014",182,11
"00CEFP0015",81,5
"00CEFP0016",187,3
"00CEFP0017",129,9
"00CEFP0018",115,5
"00CEFP0019",103,6
"00CEFP0020",98,3
"00CEFP0021",146,7
"00CEFP0022",148,3
"00CEFP0023",114,3
"00CEFP0024",78,0
"00CEFP0025",182,13
"00CEFP0026",143,3
"00CEFP0027",175,0
"00CEFP0028",158,9
"00CEFP0029",150,4
"00CEFP0030",162,7
"00CEFP0031",166,4
"00CEFP0032",199,14
"00CEFP0033",157,6
"00CEFP0034",104,7
"00CEFP0035",187,5
"00CEFP0036",170,9
"00CEFP0037",137,6
"00CEFP0038",120,7
"00CEFP0039",159,11
"00CEFP0040",161,4
"00CEFP0041",138,0
"00CEFP0042",224,4
"00CEFP0043",164,13
"00CEFP0044",154,7
"00CEFP0045",162,3
"00CEFP0046",91,5
"00CEFP0047",166,3
"00CEFP0048",134,4
"00CEFP0049",84,3
"00CEFQ0001",131,15
"00CEFQ0002",180,4
"00CEFQ0003",62,5
"00CEFQ0004",102,10
"00CEFQ0005",192,6
"00CEFQ0006",67,7
"00CEFQ0007",138,11
"00CEFQ0008",154,12
"00CEFQ0009",99,14
"00CEFQ0010",146,5
"00CEFQ0011",155,10
"00CEFQ0012",194,11
"00CEFQ0013",172,6
"00CEFQ0014",144,13
"00CEFQ0015",134,17
"00CEFQ0016",127,14
"00CEFQ0017",122,23
"00CEFQ0018",166,6
"00CEFQ0019",130,4
"00CEFQ0020",182,13
"00CEFQ0021",198,5
"00CEFQ0022",112,9
"00CEFQ0023",156,4
"00CEFQ0024",145,7
"00CEFQ0025",130,13
"00CEFQ0026",122,12
"00CEFQ0027",51,4
"00CEFQ0028",83,6
"00CEFQ0029",221,3
"00CEFQ0030",134,14
"00CEFQ0031",142,12
"00CEFQ0032",223,3
"00CEFQ0033",132,10
"00CEFQ0034",74,13
"00CEFQ0035",102,14
"00CEFQ0036",147,15
"00CEFQ0037",147,8
"00CEFQ0038",134,12
"00CEFQ0039",123,7
"00CEFQ0040",180,6
"00CEFQ0041",107,21
"00CEFQ0042",130,10
"00CEFR0001",117,7
"00CEFR0002",170,6
"00CEFR0003",164,4
"00CEFR0004",168,12
"00CEFR0005",110,21
"00CEFR0006",87,9
"00CEFR0007",172,4
"00CEFR0008",133,3
"00CEFR0009",106,0
"00CEFR0010",208,6
"00CEFR0011",149,6
"00CEFR0012",140,7
"00CEFR0013",157,6
"00CEFR0014",121,0
"00CEFR0015",217,0
"00CEFR0016",196,6
"00CEFR0017",145,3
"00CEFR0018",159,9
"00CEFR0019",171,5
"00CEFR0020",175,5
"00CEFR0021",118,17
"00CEFR0022",179,5
"00CEFR0023",194,10
"00CEFR0024",134,6
"00CEFR0025",193,6
"00CEFR0026",155,6
"00CEFR0027",166,7
"00CEFR0028",167,4
"00CEFR0029",187,13
"00CEFR0030",205,11
"00CEFR0031",51,0
"00CEFR0032",121,4
"00CEFR0033",114,5
"00CEFR0034",189,8
"00CEFR0035",131,4
"00CEFR0036",131,7
"00CEFR0037",93,9
"00CEFR0038",116,14
"00CEFR0039",148,5
"00CEFR0040",92,0
"00CEFR0041",132,6
"00CEFR0042",159,7
"00CEFR0043",149,3
"00CEFR0044",184,14
"00CEFR0045",157,4
"00CEFR0046",123,6
"00CEFR0047",141,5
"00CEFR0048",174,4
"00CEFR0049",138,3
"00CEFR0050",141,5
"00CEFR0051",220,3
"00CEFR0052",133,5
"00CEFR0053",149,0
"00CEFR0054",97,3
"00CEFR0055",156,6
"00CEFR0056",140,4
"00CEFR0057",166,5
"00CEFR0058",199,4
"00CEFR0059",113,5
"00CEFR0060",137,8
"00CEFS0001",149,7
"00CEFS0002",131,6
"00CEFS0003",170,4
"00CEFS0004",141,0
"00CEFS0005",148,4
"00CEFS0006",169,6
"00CEFS0007",129,6
"00CEFS0008",115,11
"00CEFS0009",161,6
"00CEFS0010",98,3
"00CEFS0011",79,0
"00CEFS0012",118,5
"00CEFS0013",51,3
"00CEFS0014",182,5
"00CEFS0015",159,3
"00CEFS0016",140,5
"00CEFS0017",191,4
"00CEFS0018",169,10
"00CEFS0019",146,5
"00CEFS0020",109,0
"00CEFS0021",148,0
"00CEFS0022",126,4
"00CEFS0023",194,6
"00CEFS0024",127,0
"00CEFS0025",194,4
"00CEFS0026",181,4
"00CEFS0027",207,3
"00CEFS0028",125,6
"00CEFS0029",177,6
"00CEFS0030",108,0
"00CEFS0031",82,4
"00CEFS0032",141,6
"00CEFS0033",126,5
"00CEFS0034",176,3
"00CEFS0035",147,5
"00CEFS0036",182,6
"00CEFS0037",108,3
"00CEFS0038",119,3
"00CEFS0039",75,4
"00CEFS0040",108,5
"00CEFS0041",145,3
"00CEFS0042",129,8
"00CEFS0043",132,9
"00CEFS0044",85,3
"00CEFS0045",115,6
"00CEFS0046",84,0
"00CEFS0047",105,0
"00CEFS0048",147,3
"00CEFS0049",136,11
"00CEFS0050",147,6
"00CEFS0051",187,4
"00CEFS0052",163,12
"00CEFT0001",230,5
"00CEFT0002",180,9
"00CEFT0003",81,7
"00CEFT0004",115,5
"00CEFT0005",209,4
"00CEFT0006",145,5
"00CEFT0007",188,3
"00CEFT0008",232,8
"00CEFT0009",173,6
"00CEFT0010",167,5
"00CEFT0011",108,4
"00CEFT0012",146,6
"00CEFT0013",127,4
"00CEFT0014",120,13
"00CEFT0015",179,7
"00CEFT0016",123,6
"00CEFT0017",148,3
"00CEFT0018",117,8
"00CEFT0019",98,6
"00CEFT0020",148,3
"00CEFT0021",141,7
"00CEFT0022",206,4
"00CEFT0023",136,4
"00CEFT0024",103,5
"00CEFT0025",255,5
"00CEFT0026",170,7
"00CEFT0027",207,7
"00CEFT0028",197,5
"00CEFT0029",161,3
"00CEFT0030",156,7
"00CEFT0031",138,17
"00CEFT0032",101,18
"00CEFT0033",117,19
"00CEFT0034",91,3
"00CEFT0035",107,12
"00CEFT0036",117,12
"00CEFT0037",83,15
"00CEFT0038",84,7
"00CEFT0039",52,7
"00CEFT0040",95,11
"00CEFT0041",167,6
"00CEFT0042",93,12
"00CEFT0043",136,6
"00CEFT0044",127,12
"00CEFT0045",102,18
"00CEFT0046",99,19
"00CEFT0047",145,23
"00CEFT0048",122,12
"00CEFT0049",89,7
"00CEFT0050",121,8
"00CEFT0051",215,9
"00CEFU0001",92,8
"00CEFU0002",153,6
"00CEFU0003",104,27
"00CEFU0004",147,8
"00CEFU0005",68,5
"00CEFU0006",107,6
"00CEFU0007",105,7
"00CEFU0008",156,3
"00CEFU0009",194,9
"00CEFU0010",190,7
"00CEFU0011",150,14
"00CEFU0012",129,15
"00CEFU0013",94,15
"00CEFU0014",155,3
"00CEFU0015",96,8
"00CEFU0016",129,4
"00CEFU0017",106,8
"00CEFU0018",129,13
"00CEFU0019",115,6
"00CEFU0020",87,14
"00CEFU0021",97,5
"00CEFU0022",143,7
"00CEFU0023",145,11
"00CEFU0024",91,9
"00CEFU0025",119,9
"00CEFU0026",106,10
"00CEFU0027",136,12
"00CEFU0028",146,0
"00CEFU0029",135,8
"00CEFU0030",184,3
"00CEFU0031",138,4
"00CEFU0032",162,11
"00CEFU0033",114,12
"00CEFU0034",205,10
"00CEFU0035",116,8
"00CEFU0036",128,8
"00CEFU0037",122,15
"00CEFU0038",107,12
"00CEFU0039",113,11
"00CEFU0040",124,9
"00CEFU0041",131,14
"00CEFU0042",153,13
"00CEFU0043",121,9
"00CEFU0044",130,8
"00CEFU0045",94,5
"00CEFU0046",174,8
"00CEFU0047",108,13
"00CEFU0048",153,17
"00CEFU0049",128,12
"00CEFU0050",138,3
"00CEFU0051",135,6
"00CEFU0052",100,11
"00CEFU0053",98,9
"00CEFU0054",135,7
"00CEFW0001",160,10
"00CEFW0002",177,6
"00CEFW0003",169,5
"00CEFW0004",153,12
"00CEFW0005",103,35
"00CEFW0006",136,7
"00CEFW0007",149,10
"00CEFW0008",122,11
"00CEFW0009",145,4
"00CEFW0010",126,5
"00CEFW0011",150,19
"00CEFW0012",150,6
"00CEFW0013",132,0
"00CEFW0014",164,8
"00CEFW0015",157,10
"00CEFW0016",98,13
"00CEFW0017",117,16
"00CEFW0018",115,15
"00CEFW0019",118,12
"00CEFW0020",172,22
"00CEFW0021",98,16
"00CEFW0022",97,19
"00CEFW0023",128,6
"00CEFW0024",164,11
"00CEFW0025",97,9
"00CEFW0026",161,9
"00CEFW0027",139,7
"00CEFW0028",104,12
"00CEFW0029",165,17
"00CEFW0030",123,28
"00CEFW0031",127,15
"00CEFW0032",118,23
"00CEFW0033",129,18
"00CEFW0034",163,7
"00CEFW0035",129,22
"00CEFX0001",166,4
"00CEFX0002",134,20
"00CEFX0003",128,19
"00CEFX0004",121,23
"00CEFX0005",101,14
"00CEFX0006",124,7
"00CEFX0007",106,9
"00CEFX0008",66,3
"00CEFX0009",109,10
"00CEFX0010",116,12
"00CEFX0011",108,13
"00CEFX0012",130,13
"00CEFX0013",99,3
"00CEFX0014",144,3
"00CEFX0015",137,3
"00CEFX0016",97,9
"00CEFX0017",129,6
"00CEFX0018",110,10
"00CEFX0019",126,22
"00CEFX0020",75,3
"00CEFX0021",40,7
"00CEFX0022",150,18
"00CEFX0023",90,13
"00CEFX0024",109,12
"00CEFX0025",112,12
"00CEFX0026",169,5
"00CEFX0027",163,5
"00CEFX0028",123,10
"00CEFX0029",161,11
"00CEFX0030",133,10
"00CEFX0031",134,5
"00CEFX0032",160,5
"00CEFX0033",151,10
"00CEFX0034",103,19
"00CEFX0035",152,15
"00CEFX0036",171,9
"00CEFX0037",134,13
"00CEFX0038",117,13
"00CFFA0001",98,18
"00CFFA0002",242,3
"00CFFA0003",156,5
"00CFFA0004",116,9
"00CFFA0005",182,3
"00CFFA0006",160,0
"00CFFA0007",190,6
"00CFFA0008",200,10
"00CFFA0009",153,4
"00CFFA0010",58,3
"00CFFA0011",145,0
"00CFFA0012",196,7
"00CFFA0013",186,7
"00CFFA0014",150,5
"00CFFA0015",181,4
"00CFFA0016",146,4
"00CFFA0017",120,6
"00CFFA0018",173,3
"00CFFA0019",136,4
"00CFFA0020",148,3
"00CFFA0021",219,12
"00CFFA0022",67,3
"00CFFA0023",159,4
"00CFFA0024",89,24
"00CFFA0025",113,3
"00CFFA0026",133,9
"00CFFA0027",235,8
"00CFFA0028",180,3
"00CFFA0029",145,3
"00CFFA0030",130,0
"00CFFA0031",153,6
"00CFFA0032",188,4
"00CFFA0033",163,4
"00CFFA0034",127,7
"00CFFA0035",142,6
"00CFFA0036",110,3
"00CFFA0037",168,5
"00CFFA0038",164,4
"00CFFB0001",183,3
"00CFFB0002",228,9
"00CFFB0003",178,8
"00CFFB0004",308,7
"00CFFB0005",134,7
"00CFFB0006",135,7
"00CFFB0007",260,9
"00CFFB0008",107,10
"00CFFB0009",254,8
"00CFFB0010",105,20
"00CFFB0011",136,3
"00CFFB0012",155,10
"00CFFB0013",309,10
"00CFFB0014",87,9
"00CFFB0015",69,7
"00CFFB0016",184,10
"00CFFB0017",127,10
"00CFFB0018",116,19
"00CFFB0019",152,4
"00CFFB0020",203,8
"00CFFB0021",102,7
"00CFFB0022",84,3
"00CFFB0023",141,6
"00CFFB0024",145,3
"00CFFB0025",155,6
"00CFFB0026",200,7
"00CFFB0027",56,3
"00CFFB0028",189,6
"00CFFB0029",230,8
"00CFFB0030",96,12
"00CFFB0031",156,3
"00CFFB0032",158,7
"00CFFB0033",130,3
"00CFFB0034",121,0
"00CFFB0035",122,5
"00CFFB0036",96,5
"00CFFB0037",209,9
"00CFFB0038",95,3
"00CFFB0039",225,9
"00CFFB0040",170,0
"00CFFB0041",103,3
"00CFFB0042",208,4
"00CFFB0043",67,7
"00CFFB0044",52,3
"00CFFB0045",92,6
"00CFFB0046",157,7
"00CFFB0047",87,17
"00CFFB0048",205,6
"00CFFB0049",221,10
"00CFFB0050",90,0
"00CFFC0001",206,6
"00CFFC0002",152,3
"00CFFC0003",164,10
"00CFFC0004",101,8
"00CFFC0005",129,9
"00CFFC0006",122,19
"00CFFC0007",140,6
"00CFFC0008",158,4
"00CFFC0009",147,11
"00CFFC0010",108,3
"00CFFC0011",104,23
"00CFFC0012",77,7
"00CFFC0013",106,6
"00CFFC0014",142,6
"00CFFC0015",102,12
"00CFFC0016",124,5
"00CFFC0017",85,19
"00CFFC0018",145,4
"00CFFC0019",88,3
"00CFFC0020",119,3
"00CFFC0021",172,5
"00CFFC0022",147,0
"00CFFC0023",167,3
"00CFFC0024",91,11
"00CFFC0025",132,14
"00CFFC0026",57,7
"00CFFC0027",132,27
"00CFFC0028",134,9
"00CFFC0029",166,13
"00CFFC0030",122,4
"00CFFC0031",127,24
"00CFFC0032",125,14
"00CFFD0001",265,5
"00CFFD0002",214,9
"00CFFD0003",269,7
"00CFFD0004",147,3
"00CFFD0005",150,3
"00CFFD0006",125,10
"00CFFD0007",194,3
"00CFFD0008",148,7
"00CFFD0009",150,0
"00CFFD0010",235,3
"00CFFD0011",173,5
"00CFFD0012",142,6
"00CFFD0013",200,3
"00CFFD0014",154,4
"00CFFD0015",199,4
"00CFFD0016",74,4
"00CFFD0017",228,3
"00CFFD0018",107,13
"00CFFD0019",142,5
"00CFFD0020",108,7
"00CFFD0021",87,9
"00CFFD0022",127,3
"00CFFD0023",131,5
"00CFFD0024",101,6
"00CFFD0025",164,3
"00CFFD0026",102,6
"00CFFD0027",168,10
"00CFFD0028",142,4
"00CFFD0029",174,6
"00CFFD0030",108,3
"00CFFD0031",176,4
"00CFFD0032",114,4
"00CFFD0033",143,5
"00CFFD0034",168,9
"00CFFD0035",178,3
"00CFFD0036",102,7
"00CFFD0037",130,3
"00CFFD0038",136,4
"00CFFD0039",168,5
"00CFFD0040",141,6
"00CFFD0041",170,3
"00CFFD0042",60,0
"00CFFD0043",46,3
"00CFFD0044",119,3
"00CFFD0045",142,5
"00CFFD0046",145,4
"00CFFD0047",160,9
"00CFFD0048",147,7
"00CFFD0049",161,12
"00CFFD0050",161,4
"00CFFD0051",192,11
"00CFFD0052",123,3
"00CFFD0053",174,4
"00CFFD0054",91,0
"00CFFD0055",172,5
"00CFFD0056",155,0
"00CFFD0057",164,4
"00CFFD0058",115,5
"00CFFE0001",160,8
"00CFFE0002",224,9
"00CFFE0003",179,7
"00CFFE0004",118,10
"00CFFE0005",93,7
"00CFFE0006",122,9
"00CFFE0007",144,8
"00CFFE0008",114,14
"00CFFE0009",167,11
"00CFFE0010",155,5
"00CFFE0011",144,8
"00CFFE0012",92,13
"00CFFE0013",113,15
"00CFFE0014",63,5
"00CFFE0015",122,12
"00CFFE0016",145,13
"00CFFE0017",88,14
"00CFFE0018",152,26
"00CFFE0019",120,21
"00CFFE0020",147,15
"00CFFE0021",136,12
"00CFFE0022",194,9
"00CFFE0023",88,6
"00CFFE0024",216,0
"00CFFE0025",159,4
"00CFFE0026",105,3
"00CFFE0027",185,4
"00CFFE0028",123,3
"00CFFE0029",140,6
"00CFFE0030",151,7
"00CFFE0031",78,3
"00CFFF0001",163,3
"00CFFF0002",229,5
"00CFFF0003",238,3
"00CFFF0004",190,4
"00CFFF0005",196,4
"00CFFF0006",192,7
"00CFFF0007",171,5
"00CFFF0008",118,8
"00CFFF0009",106,5
"00CFFF0010",188,4
"00CFFF0011",175,8
"00CFFF0012",156,3
"00CFFF0013",82,13
"00CFFF0014",160,17
"00CFFF0015",160,4
"00CFFF0016",181,6
"00CFFF0017",171,5
"00CFFF0018",143,5
"00CFFF0019",149,8
"00CFFF0020",172,4
"00CFFF0021",168,5
"00CFFF0022",177,7
"00CFFF0023",154,9
"00CFFF0024",155,4
"00CFFF0025",94,9
"00CFFF0026",118,3
"00CFFF0027",228,5
"00CFFF0028",162,7
"00CFFF0029",148,4
"00CFFF0030",94,9
"00CFFF0031",224,3
"00CFFF0032",126,14
"00CFFF0033",115,17
"00CFFF0034",118,13
"00CFFF0035",147,19
"00CFFF0036",192,7
"00CFFF0037",150,7
"00CFFF0038",166,10
"00CFFF0039",168,5
"00CFFF0040",112,5
"00CFFF0041",66,6
"00CFFF0042",212,4
"00CFFG0001",194,5
"00CFFG0002",120,8
"00CFFG0003",36,4
"00CFFG0004",149,12
"00CFFG0005",163,13
"00CFFG0006",133,3
"00CFFG0007",127,3
"00CFFG0008",167,3
"00CFFG0009",138,3
"00CFFG0010",176,7
"00CFFG0011",145,4
"00CFFG0012",157,5
"00CFFG0013",165,3
"00CFFG0014",153,5
"00CFFG0015",96,0
"00CFFG0016",172,4
"00CFFG0017",160,3
"00CFFG0018",127,0
"00CFFG0019",145,3
"00CFFG0020",36,3
"00CFFG0021",148,6
"00CFFG0022",165,4
"00CFFG0023",183,4
"00CFFG0024",151,3
"00CFFG0025",115,3
"00CFFG0026",198,4
"00CFFG0027",143,5
"00CFFG0028",205,5
"00CFFG0029",186,5
"00CFFG0030",163,3
"00CFFG0031",140,3
"00CFFH0001",137,14
"00CFFH0002",95,16
"00CFFH0003",55,10
"00CFFH0004",149,16
"00CFFH0005",65,20
"00CFFH0006",135,16
"00CFFH0007",131,11
"00CFFH0008",132,7
"00CFFH0009",133,12
"00CFFH0010",113,16
"00CFFH0011",129,15
"00CFFH0012",136,11
"00CFFH0013",30,7
"00CFFH0014",168,8
"00CFFH0015",102,14
"00CFFH0016",127,15
"00CFFH0017",142,26
"00CFFH0018",119,10
"00CFFH0019",116,22
"00CFFH0020",117,22
"00CFFH0021",70,17
"00CFFH0022",128,24
"00CFFH0023",147,18
"00CFFH0024",170,14
"00CFFH0025",40,8
"00CFFH0026",116,12
"00CFFH0027",121,24
"00CFFH0028",171,8
"00CFFJ0001",186,3
"00CFFJ0002",141,12
"00CFFJ0003",165,9
"00CFFJ0004",207,5
"00CFFJ0005",170,11
"00CFFJ0006",87,8
"00CFFJ0007",88,13
"00CFFJ0008",117,9
"00CFFJ0009",146,4
"00CFFJ0010",110,14
"00CFFJ0011",140,7
"00CFFJ0012",83,13
"00CFFJ0013",119,9
"00CFFJ0014",123,17
"00CFFJ0015",132,8
"00CFFJ0016",203,5
"00CFFJ0017",166,17
"00CFFJ0018",166,4
"00CFFJ0019",50,0
"00CFFJ0020",132,14
"00CFFJ0021",159,7
"00CFFJ0022",92,5
"00CFFJ0023",111,18
"00CFFJ0024",158,3
"00CFFJ0025",143,7
"00CFFJ0026",104,17
"00CFFJ0027",193,6
"00CFFJ0028",151,4
"00CFFJ0029",133,7
"00CFFJ0030",135,6
"00CFFJ0031",99,18
"00CFFJ0032",103,3
"00CFFJ0033",82,3
"00CFFJ0034",122,9
"00CFFJ0035",162,5
"00CFFJ0036",150,12
"00CFFJ0037",120,5
"00CFFJ0038",125,7
"00CFFJ0039",105,17
"00CFFJ0040",139,13
"00CFFJ0041",147,4
"00CFFJ0042",131,10
"00CFFJ0043",83,6
"00CFFJ0044",79,14
"00CFFJ0045",134,6
"00CFFJ0046",117,22
"00CFFK0001",184,18
"00CFFK0002",191,5
"00CFFK0003",132,4
"00CFFK0004",84,15
"00CFFK0005",142,12
"00CFFK0006",157,10
"00CFFK0007",156,10
"00CFFK0008",66,14
"00CFFK0009",167,11
"00CFFK0010",133,19
"00CFFK0011",117,16
"00CFFK0012",104,8
"00CFFK0013",65,8
"00CFFK0014",139,7
"00CFFK0015",108,14
"00CFFK0016",107,3
"00CFFK0017",93,7
"00CFFK0018",83,5
"00CFFK0019",113,6
"00CFFK0020",61,7
"00CFFK0021",100,5
"00CFFK0022",166,4
"00CFFK0023",70,4
"00CFFK0024",150,13
"00CFFK0025",132,5
"00CFFK0026",133,16
"00CFFK0027",138,5
"00CFFK0028",111,0
"00CFFK0029",77,10
"00CFFK0030",157,5
"00CFFK0031",113,10
"00CFFL0001",101,23
"00CFFL0002",34,3
"00CFFL0003",122,32
"00CFFL0004",135,16
"00CFFL0005",122,14
"00CFFL0006",88,11
"00CFFL0007",130,9
"00CFFL0008",196,30
"00CFFL0009",51,15
"00CFFL0010",85,15
"00CFFL0011",127,17
"00CFFL0012",95,27
"00CFFL0013",18,3
"00CFFL0014",117,23
"00CFFL0015",80,7
"00CFFL0016",106,9
"00CFFL0017",159,13
"00CFFL0018",116,17
"00CFFL0019",97,15
"00CFFL0020",146,29
"00CFFL0021",105,18
"00CFFL0022",122,16
"00CFFL0023",72,7
"00CFFL0024",64,13
"00CFFL0025",110,15
"00CFFL0026",117,14
"00CFFL0027",145,15
"00CFFL0028",55,6
"00CFFL0029",152,21
"00CFFL0030",105,15
"00CFFM0001",259,4
"00CFFM0002",225,9
"00CFFM0003",164,7
"00CFFM0004",166,15
"00CFFM0005",170,11
"00CFFM0006",137,8
"00CFFM0007",173,6
"00CFFM0008",200,7
"00CFFM0009",155,9
"00CFFM0010",162,9
"00CFFM0011",166,7
"00CFFM0012",222,4
"00CFFM0013",174,5
"00CFFM0014",195,5
"00CFFM0015",152,6
"00CFFM0016",132,0
"00CFFM0017",107,6
"00CFFM0018",172,8
"00CFFM0019",111,19
"00CFFM0020",91,5
"00CFFM0021",138,6
"00CFFM0022",144,4
"00CFFM0023",165,17
"00CFFM0024",191,8
"00CFFM0025",148,6
"00CFFM0026",130,3
"00CFFM0027",128,17
"00CFFM0028",119,8
"00CFFM0029",94,8
"00CFFM0030",125,10
"00CFFM0031",149,19
"00CFFM0032",99,8
"00CFFM0033",192,9
"00CFFM0034",116,8
"00CFFN0001",187,4
"00CFFN0002",110,5
"00CFFN0003",105,3
"00CFFN0004",99,7
"00CFFN0005",112,8
"00CFFN0006",125,3
"00CFFN0007",185,5
"00CFFN0008",258,15
"00CFFN0009",137,3
"00CFFN0010",182,8
"00CFFN0011",177,7
"00CFFN0012",166,5
"00CFFN0013",141,3
"00CFFN0014",144,5
"00CFFN0015",156,16
"00CFFN0016",198,11
"00CFFN0017",185,10
"00CFFN0018",114,5
"00CFFN0019",173,4
"00CFFN0020",185,6
"00CFFN0021",93,3
"00CFFN0022",117,4
"00CFFN0023",151,10
"00CFFN0024",103,18
"00CFFN0025",73,3
"00CFFN0026",174,8
"00CFFN0027",112,4
"00CFFN0028",177,5
"00CFFN0029",144,15
"00CFFN0030",175,4
"00CFFN0031",162,9
"00CFFN0032",163,6
"00CFFN0033",131,14
"00CFFN0034",129,6
"00CFFN0035",140,3
"00CFFP0001",321,9
"00CFFP0002",137,16
"00CFFP0003",146,4
"00CFFP0004",292,13
"00CFFP0005",141,8
"00CFFP0006",118,12
"00CFFP0007",119,5
"00CFFP0008",125,8
"00CFFP0009",74,7
"00CFFP0010",124,3
"00CFFP0011",101,13
"00CFFP0012",128,20
"00CFFP0013",91,6
"00CFFP0014",23,3
"00CFFP0015",93,6
"00CFFP0016",146,4
"00CFFP0017",157,10
"00CFFP0018",83,6
"00CFFP0019",128,7
"00CFFP0020",128,15
"00CFFP0021",130,13
"00CFFP0022",80,31
"00CFFP0023",137,8
"00CFFP0024",158,18
"00CFFP0025",113,17
"00CFFP0026",66,15
"00CFFP0027",83,0
"00CFFP0028",182,4
"00CFFP0029",203,8
"00CFFP0030",128,3
"00CFFP0031",123,8
"00CFFP0032",206,4
"00CFFP0033",163,4
"00CFFP0034",176,6
"00CFFP0035",149,0
"00CFFP0036",202,7
"00CFFP0037",94,19
"00CFFP0038",195,3
"00CFFP0039",162,5
"00CFFP0040",124,5
"00CFFP0041",110,12
"00CFFP0042",126,11
"00CFFP0043",140,3
"00CFFP0044",123,4
"00CFFP0045",108,8
"00CFFP0046",138,3
"00CFFP0047",168,8
"00CFFP0048",118,8
"00CFFP0049",172,6
"00CFFP0050",99,9
"00CFFP0051",124,5
"00CFFP0052",202,9
"00CFFP0053",126,15
"00CFFP0054",138,7
"00CFFP0055",108,11
"00CFFP0056",124,8
"00CFFP0057",97,14
"00CFFP0058",77,10
"00CFFP0059",121,7
"00CFFQ0001",180,4
"00CFFQ0002",71,3
"00CFFQ0003",166,19
"00CFFQ0004",111,15
"00CFFQ0005",145,15
"00CFFQ0006",147,19
"00CFFQ0007",129,9
"00CFFQ0008",131,15
"00CFFQ0009",145,14
"00CFFQ0010",114,9
"00CFFQ0011",165,17
"00CFFQ0012",169,16
"00CFFQ0013",155,6
"00CFFQ0014",126,10
"00CFFQ0015",180,9
"00CFFQ0016",169,8
"00CFFQ0017",168,6
"00CFFQ0018",101,18
"00CFFQ0019",108,18
"00CFFQ0020",124,33
"00CFFQ0021",104,16
"00CFFQ0022",120,18
"00CFFQ0023",107,17
"00CFFQ0024",154,33
"00CFFQ0025",114,24
"00CFFQ0026",122,11
"00CFFQ0027",163,11
"00CFFQ0028",86,9
"00CFFQ0029",167,8
"00CFFQ0030",121,17
"00CFFR0001",98,24
"00CFFR0002",146,11
"00CFFR0003",142,4
"00CFFR0004",122,17
"00CFFR0005",173,9
"00CFFR0006",98,15
"00CFFR0007",144,19
"00CFFR0008",126,24
"00CFFR0009",191,0
"00CFFR0010",63,5
"00CFFR0011",158,8
"00CFFR0012",99,14
"00CFFR0013",91,21
"00CFFR0014",171,8
"00CFFR0015",174,8
"00CFFR0016",110,11
"00CFFR0017",175,5
"00CFFR0018",165,12
"00CFFR0019",116,13
"00CFFR0020",109,7
"00CFFR0021",125,12
"00CFFR0022",143,6
"00CFFR0023",118,5
"00CFFR0024",119,10
"00CFFR0025",149,14
"00CFFR0026",142,12
"00CFFR0027",155,21
"00CFFR0028",167,7
"00CFFR0029",160,9
"00CFFR0030",122,11
"00CFFR0031",137,14
"00CFFR0032",138,19
"00CFFS0001",170,7
"00CFFS0002",208,4
"00CFFS0003",156,16
"00CFFS0004",89,3
"00CFFS0005",140,16
"00CFFS0006",149,8
"00CFFS0007",91,7
"00CFFS0008",148,20
"00CFFS0009",157,18
"00CFFS0010",73,7
"00CFFS0011",109,20
"00CFFS0012",69,9
"00CFFS0013",178,4
"00CFFS0014",175,15
"00CFFS0015",44,3
"00CFFS0016",212,3
"00CFFS0017",168,9
"00CFFS0018",137,13
"00CFFS0019",142,7
"00CFFS0020",187,3
"00CFFS0021",119,3
"00CFFS0022",92,16
"00CFFS0023",95,8
"00CFFS0024",151,19
"00CFFS0025",43,9
"00CFFS0026",93,6
"00CFFS0027",172,9
"00CFFS0028",46,5
"00CFFS0029",135,0
"00CFFS0030",149,6
"00CFFS0031",120,13
"00CFFS0032",84,8
"00CFFS0033",110,10
"00CFFS0034",123,13
"00CFFS0035",120,5
"00CFFS0036",104,12
"00CFFS0037",131,7
"00CFFS0038",120,15
"00CFFT0001",110,7
"00CFFT0002",98,8
"00CFFT0003",127,22
"00CFFT0004",255,4
"00CFFT0005",226,3
"00CFFT0006",166,4
"00CFFT0007",78,4
"00CFFT0008",170,15
"00CFFT0009",80,12
"00CFFT0010",118,24
"00CFFT0011",153,11
"00CFFT0012",162,10
"00CFFT0013",154,19
"00CFFT0014",97,21
"00CFFT0015",153,3
"00CFFT0016",77,3
"00CFFT0017",112,7
"00CFFT0018",93,11
"00CFFT0019",153,7
"00CFFT0020",173,3
"00CFFT0021",198,11
"00CFFT0022",134,6
"00CFFT0023",162,8
"00CFFT0024",191,9
"00CFFT0025",175,5
"00CFFT0026",139,8
"00CFFT0027",149,10
"00CFFT0028",159,4
"00CFFT0029",183,3
"00CFFT0030",166,4
"00CFFT0031",49,3
"00CFFT0032",106,0
"00CFFT0033",111,3
"00CFFT0034",121,13
"00CFFT0035",134,3
"00CFFT0036",171,6
"00CFFT0037",104,8
"00CFFT0038",137,3
"00CFFU0001",180,6
"00CFFU0002",237,3
